Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
BAB,8450,13250,14700,15400,C,13250
ACB,14000,20500,22250,23150,A,23150
NVB,11000,17000,18750,19600,C,17000
BID,21150,29100,31200,32300,A,32300
SHB,6670,11350,12700,13450,C,11350
CTG,11500,17750,19550,20450,B,19550
AAV,8530,13400,15000,15850,B,15000
EIB,6670,12050,13700,14550,C,12050
ACM,520,1220,1450,1580,D,520
HDB,11550,17600,19250,20150,C,17600
LPB,5570,10100,11500,12250,C,10100
ADC,1310,4520,5870,6660,B,5870
ALT,1560,4320,5400,6010,B,5400
MBB,9750,15600,17300,18150,A,18150
MSB,10000,15100,16450,17200,A,17200
AMC,5130,10500,12150,13000,B,12150
OCB,10650,16150,17550,18450,A,18450
AME,3250,5420,6140,6520,C,5420
SSB,19100,26750,29000,30050,C,26750
AMV,4620,7530,8360,8800,A,8800
STB,6940,12650,14450,15400,C,12650
API,9990,24050,29150,31950,C,24050
TCB,24350,34150,36750,38050,A,38050
APP,720,2430,3100,3490,B,3100
TPB,14700,24950,27950,29600,A,29600
ARM,19600,29350,32050,33450,C,29350
VCB,49500,68300,72700,74900,A,74900
ASG,15100,19850,21100,21700,B,21100
VIB,15650,24600,27100,28500,C,24600
ATS,21000,25850,27000,27650,B,27000
VPB,7990,15150,17350,18550,A,18550
BAX,31650,44650,48500,50500,A,50500
AAA,7300,11050,12050,12650,B,12050
BBS,3640,6500,7300,7720,D,3640
AAM,4970,7250,7910,8280,B,7910
BCC,3740,8700,10400,11350,B,10400
AAT,7260,11150,12250,12900,A,12900
BCF,17050,24400,26400,27400,A,27400
ABS,6710,12750,14400,15350,B,14400
BDB,3330,6220,7050,7480,B,7050
ABT,16600,23950,25800,26800,B,25800
BED,20250,28850,31400,32650,A,32650
ACC,13600,17950,19350,19950,C,17950
BII,2750,6030,6960,7590,A,7590
ACL,7280,10650,11500,12000,B,11500
BKC,970,2410,2920,3210,D,970
ADG,23450,32000,34150,35300,B,34150
BLF,2580,3710,4000,4170,D,2580
ADS,15900,22900,25000,25900,C,22900
BNA,17950,27150,29750,31150,B,29750
AGG,26900,35000,37000,38150,B,37000
BPC,4210,7360,8280,8800,B,8280
BSC,8060,11250,12050,12500,Not enough data,8060
AGM,5450,12650,15150,16500,B,15150
BST,4220,8600,9880,10600,B,9880
