Ticker,Group,Breakeven Price,1% at Risk,3% at Risk,5% at Risk,Proposed Price
CCI,A,7240,11294.43,12544.0,13247.0,13250
CVN,A,3240,4739.0,5195.0,5448.0,5450
CX8,C,2770,4010.56,4360.0,4546.0,4010
CCL,B,2070,4800.6,5702.0,6214.0,5700
D11,Not enough data,8550,14313.0,15841.38,16659.0,Not enough data
CDC,C,3960,6591.0,7342.0,7746.0,6590
DAD,A,9390,14918.92,16415.0,17353.9,17350
CEE,C,2630,5287.6,6122.8,6610.0,5290
DAE,A,8320,12653.75,13976.0,14628.75,14650
CHP,C,12550,15079.64,15694.0,16002.0,15100
DC2,C,1060,3195.42,4046.8399999999997,4522.700000000001,3200
CIG,D,1950,3602.36,4119.54,4411.0,1950
DDG,C,29800,33503.1,34404.23,34817.05,33500
CII,C,8170,11419.42,12346.26,12847.0,11400
DHP,A,6260,8118.0,8557.0,8811.0,8810
CKG,C,10050,15248.52,16577.56,17321.6,15250
DHT,B,31750,37366.0,38689.19,39353.0,38700
CLC,A,16700,23569.0,25268.0,26104.0,26100
DIH,C,3440,9063.49,11160.47,12462.0,9060
CLL,A,17350,23520.45,25250.0,26176.75,26200
DL1,B,1140,2852.92,3486.0,3880.6000000000004,3490
CLW,A,9390,15168.68,16681.52,17511.4,17500
DNC,A,11200,24278.26,28270.71,30412.4,30400
CMG,B,28900,39558.63,42291.09,43867.6,42300
DNM,C,9430,16372.68,18411.06,19502.7,16350
CMV,A,2950,5612.4,6461.0,6910.0,6910
DNP,C,6850,10824.19,11957.0,12538.0,10800
CMX,B,4790,7204.0,7902.0,8274.35,7900
DP3,A,47950,73051.6,79659.02,83140.5,83100
CNG,A,20550,27013.66,28999.9,29925.2,29950
DPC,A,2490,5901.78,7134.0,7890.9,7890
DS3,A,2370,3708.86,4153.86,4389.0,4390
COM,A,6290,13559.89,16128.0,17672.0,17650
DST,B,810,1818.19,2126.5699999999997,2297.9500000000003,2130
CRC,D,2380,4880.0,5649.0,6077.450000000001,2380
DTD,A,11200,18263.16,20233.6,21320.0,21300
CRE,A,7850,14327.7,16300.269999999999,17357.35,17350
DVG,B,2230,4973.94,5915.82,6434.400000000001,5920
CSM,C,8180,11546.0,12496.55,12960.25,11550
DXP,A,6690,10732.2,11855.0,12493.25,12500
CSV,A,25150,35546.96,38768.22,40396.0,40400
CTD,A,29650,40578.46,44008.38,45832.0,45850
DZM,D,1190,2831.5,3432.5,3769.5,1190
CTF,B,11450,14486.0,15228.5,15602.5,15250
EBS,B,4430,6198.82,6657.0,6902.1,6660
CTI,C,6410,9320.36,10107.08,10535.8,9320
ECI,A,27550,35658.76,37605.12,38758.6,38750
CVT,B,8120,16237.960000000001,18825.0,20207.5,18800
EID,A,12000,16298.2,17450.0,18038.0,18050
D2D,A,17900,27853.0,30621.0,32074.0,32050
FID,A,880,2055.05,2447.15,2665.0,2660
DAG,D,2390,3615.87,3916.0,4082.0,2390
GDW,A,4550,10183.32,11959.36,12921.6,12900
DAH,C,2170,4234.7,4844.0,5178.75,4230
GIC,A,8030,11716.22,12965.0,13647.35,13650
DAT,B,4840,9387.16,11200.0,12213.0,11200
GKM,B,12900,18342.56,19801.84,20583.35,19800
DBC,B,21100,32989.0,35915.4,37502.0,35900
GLT,A,9010,16997.52,19249.28,20475.6,20500
DBD,A,28250,35215.7,36955.55,37925.5,37950
GMA,B,29000,41057.55,44113.95,45839.25,44100
DBT,C,5350,8104.7,8982.55,9466.25,8100
GMX,B,8000,13249.13,14659.0,15433.65,14650
DC4,B,5300,7836.0,8525.0,8879.3,8520
HAD,A,7590,10673.2,11572.0,12028.0,12050
DCL,C,14250,20896.3,22885.38,23965.6,20900
HAT,B,8100,11826.45,12797.07,13343.0,12800
DCM,A,7220,12739.64,14417.0,15370.6,15350
HCC,B,5540,7557.0,8087.0,8354.0,8090
DGC,A,82600,110220.98,119612.9,123746.75,123700
HCT,A,4160,6788.91,7771.46,8301.55,8300
DGW,A,21750,46740.12,54563.24,59766.0,59800
HDA,B,13050,17260.34,18313.22,18983.8,18300
DHA,A,25800,34013.12,36066.0,37152.0,37150
HEV,B,1200,3291.62,4289.62,4899.700000000001,4290
DHC,A,41000,56358.94,60462.62,62682.4,62700
HGM,A,20700,27783.6,29591.8,30535.0,30550
DHG,A,59000,73612.81,77196.47,79003.15,79000
HHC,D,17000,32521.0,37390.65,39992.55,17000
DHM,B,8130,9956.76,10416.14,10649.0,10400
HHG,C,710,1569.76,1847.28,2000.8,1570
DIG,C,11000,17404.35,19130.21,20213.35,17400
HJS,A,14050,19854.78,21735.1,22732.7,22750
DLG,D,610,1465.04,1753.0,1917.0,610
HKT,B,1470,2759.0,3102.0,3301.0,3100
DMC,A,29950,39963.04,42557.0,43879.4,43900
HLC,D,2610,5521.42,6645.26,7278.0,2610
DPG,B,16050,27444.77,30619.9,32590.0,30600
HLD,B,15750,21638.95,23392.9,24274.5,23400
HMH,A,6300,9468.16,10296.0,10807.3,10800
DPM,A,10050,17788.84,20218.0,21527.4,21550
HOM,C,2860,4628.0,5235.0,5554.1,4630
DPR,A,38850,51286.9,54479.55,56167.25,56200
HPM,B,6790,8451.99,8859.0,9065.0,8860
DQC,C,9990,14344.24,15446.039999999999,16109.0,14350
HTC,A,13700,19804.260000000002,21430.26,22266.55,22250
DRC,A,13650,20248.43,21932.29,22830.15,22850
HTP,C,1700,5925.06,7704.0,8754.1,5930
DRH,C,4830,8375.6,9396.35,9964.0,8380
DRL,A,39750,48261.06,50100.02,51084.7,51100
HUT,C,3620,5675.45,6378.25,6750.75,5680
DSN,A,28250,34017.56,35406.56,36101.6,36100
HVT,B,17650,26993.5,29420.6,30881.5,29400
DTA,C,7660,10800.85,11908.95,12548.25,10800
ICG,C,1970,3664.0,4135.0,4399.5,3660
DTL,C,16850,23064.6,25264.28,26376.2,23050
IDC,C,20750,29986.02,33130.07,35088.05,30000
DTT,B,9040,11340.02,11916.06,12222.0,11900
IDJ,C,13800,21156.16,23364.84,24398.0,21150
DVP,A,28400,38344.32,40770.61,42216.8,42200
IDV,Not enough data,24750,36249.0,39348.0,40948.1,Not enough data
DXG,A,6830,10850.46,11967.0,12575.9,12600
INC,B,2620,5009.06,5677.18,6052.0,5680
DXS,A,7800,13540.98,15009.0,15853.0,15850
INN,B,18650,23976.0,25678.02,26535.85,25700
DXV,B,820,1671.26,1960.0,2132.0,1960
ITQ,B,710,1922.0,2410.0,2740.1000000000004,2410
ELC,B,12900,18231.45,19661.0,20507.75,19650
KDM,A,980,2118.1,2592.0,2868.0,2870
EMC,C,7640,11395.15,12343.0,12820.0,11400
KHS,B,7770,12668.88,14356.0,15306.2,14350
EVE,B,4350,7883.52,8977.119999999999,9554.0,8980
EVG,A,4530,7297.5599999999995,8098.34,8527.3,8530
KKC,A,7460,13457.69,15383.0,16337.7,16350
FCM,B,3180,4464.0,4836.3099999999995,5035.0,4840
KLF,B,1160,1989.0,2312.87,2494.0,2310
FCN,C,3820,6474.46,7302.0,7815.0,6470
KMT,B,3170,5272.0,5841.0,6130.1,5840
FDC,B,2160,4755.0,5590.0,6055.85,5590
KSD,B,510,1226.0,1491.0,1652.0,1490
FIR,A,18350,25286.0,27094.8,28021.0,28000
KSQ,A,1310,2815.05,3269.0,3573.0,3570
FIT,A,3310,5966.4400000000005,6814.16,7239.6,7240
KST,A,15750,20474.2,21712.6,22305.0,22300
FLC,B,3700,5570.07,6300.27,6722.0,6300
KTS,C,1920,5018.0,6256.0,7077.0,5020
FMC,B,22800,32953.04,35551.48,36894.2,35550
KTT,C,850,2201.0,2709.35,3026.0,2200
FPT,A,52300,68031.8,72064.8,74072.4,74100
KVC,C,760,1812.38,2172.5699999999997,2359.0,1810
FRT,B,12100,21373.89,24203.0,25846.35,24200
L14,A,38350,56449.64,61156.479999999996,64026.3,64000
FTM,D,1210,1902.38,2154.0,2305.9,1210
L18,C,11100,17676.91,19838.11,21078.3,17700
GAB,B,166900,179286.04,182195.68,183571.5,182200
L35,D,1540,2515.0,2790.0,2937.0,1540
GAS,A,51800,71691.32,76636.81,79237.0,79200
L40,C,11000,19418.84,22121.16,23444.8,19400
GDT,A,29850,40301.24,42918.0,44479.6,44500
L43,C,890,2048.32,2407.48,2615.0,2050
GEG,C,8090,11402.64,12336.0,12862.2,11400
L61,C,1210,2521.0,2943.67,3177.0,2520
GEX,C,8440,12917.18,14173.77,14823.95,12900
L62,C,2270,3337.0,3620.0,3769.0,3340
GIL,A,27900,42150.52,46226.84,48261.3,48250
LAS,B,6970,10810.8,12073.4,12738.5,12050
LBE,C,7780,13690.06,15461.09,16387.0,13700
GMC,B,6280,11087.75,12949.75,13961.0,12950
LCD,C,5570,6576.0,6804.0,6935.9,6580
GMD,B,23450,32756.48,35373.33,36600.85,35350
GSP,B,7140,10496.51,11346.06,11872.55,11350
LCS,D,690,1521.3899999999999,1787.0,1930.0,690
GTA,B,6240,9838.01,10805.01,11320.0,10800
LDP,C,3320,6079.91,6936.0,7391.0,6080
GTN,A,6730,10145.49,11062.47,11553.0,11550
LHC,A,35400,51653.92,56823.86,59467.8,59500
LIG,C,2970,5199.12,5839.12,6238.2,5200
GVR,A,14400,21269.8,23584.6,24741.0,24750
LM7,D,570,1624.99,1992.0,2201.0,570
HAG,B,2060,2893.0,3174.0,3323.0,3170
LUT,Not enough data,800,1909.98,2281.0,2495.0,Not enough data
MAC,C,1940,3367.0,3792.0,4016.0,3370
HAH,A,14550,27478.66,31689.49,33965.15,33950
MAS,C,13200,21642.88,24700.32,26379.8,21650
HAI,B,810,1584.0,1855.0,2011.0,1860
MBG,A,1390,3286.92,3972.0,4390.0,4390
MCC,B,5980,7827.88,8295.0,8533.0,8300
HAP,B,4850,7257.46,8156.91,8609.85,8160
MCF,B,2760,4564.0,5117.45,5437.75,5120
HAR,B,1150,2102.0,2426.0,2605.0,2430
MCO,C,350,999.01,1258.0,1404.0,1000
HAS,B,4370,7034.66,7742.0,8125.0,7740
MDC,C,1650,4001.07,5082.0,5702.0,4000
HAX,A,6880,11085.63,12256.0,12921.45,12900
MED,C,9260,16870.11,18878.989999999998,19954.0,16850
MEL,B,5510,9017.0,9975.0,10585.0,9980
HBC,C,3580,6751.0,7754.1,8287.0,6750
MHL,D,410,1118.74,1399.0,1588.0,410
HCD,B,1570,3519.0,4167.0,4524.8,4170
MIM,D,1860,3813.99,4388.0,4704.950000000001,1860
HDC,B,35050,49985.84,54307.76,56472.2,54300
MKV,C,16600,21708.84,23112.76,23800.0,21700
HDG,C,24550,36177.68,39367.51,40942.25,36200
MST,C,6580,9661.2,10698.6,11242.0,9660
HHP,B,3230,5497.78,6278.0,6701.0,6280
NAG,C,4130,5822.12,6279.18,6523.0,5820
NAP,A,2340,4864.4,5623.1,6019.0,6020
HHS,A,1450,2834.0,3274.0,3504.0,3500
NBC,C,8900,14350.24,16039.8,16927.6,14350
HID,C,1080,2438.73,2874.0,3118.0,2440
NBP,A,4380,7183.76,7989.32,8415.0,8420
HII,B,6450,10209.76,11168.14,11653.0,11150
NBW,A,1220,4643.96,6064.98,6916.3,6920
HMC,A,13500,18474.32,20003.32,20739.0,20750
NDN,A,8180,12276.64,13396.32,14005.0,14000
HNG,D,2200,3468.0,3816.0,4014.0,2200
NDX,B,2820,4641.0,5089.0,5343.1,5090
HOT,B,6630,12133.3,14243.0,15415.25,14250
NET,A,32550,41492.0,44379.64,45866.0,45850
HPG,A,23300,33858.15,36774.27,38391.05,38400
NFC,A,6540,8677.2,9272.6,9552.25,9550
HPX,C,11200,17212.23,18907.23,19777.0,17200
NHC,A,11400,18788.71,20735.71,21767.7,21750
NRC,B,6760,10990.58,12134.74,12839.45,12150
HQC,C,470,1152.71,1383.0,1514.0,1150
NSH,C,4420,7430.96,8673.27,9296.75,7430
NST,B,2190,3841.0,4336.0,4598.0,4340
HRC,C,6210,17195.85,21178.9,23493.25,17200
NTH,A,19000,26988.52,29029.84,30106.8,30100
HSG,A,10750,19867.24,22667.68,24285.0,24300
NTP,B,25800,35493.13,37883.0,39100.7,37900
OCH,C,880,2212.0,2704.0,3009.15,2210
HSL,B,1380,2960.25,3467.0,3750.0,3470
ONE,C,2600,4092.71,4488.13,4739.0,4090
HT1,B,11200,15433.85,16685.55,17276.0,16700
HTI,B,9340,12764.34,13611.51,14132.85,13600
PBP,B,2410,4897.35,5667.0,6075.25,5670
PCE,A,6890,10817.62,12111.72,12770.05,12750
HTL,B,6980,11312.39,12525.31,13215.0,12550
PCG,B,1530,3548.86,4265.58,4661.0,4270
HTN,B,14850,23731.55,26124.52,27555.1,26100
PCT,A,1200,2694.0,3236.0,3587.3500000000004,3590
HTV,A,6760,9949.51,10730.59,11148.0,11150
PDB,B,4410,6975.81,7670.29,8050.0,7670
HU1,B,3440,5431.18,6159.0,6563.0,6160
PDC,D,580,1371.0,1713.0,1907.0,580
HU3,C,2820,4479.0,4900.0,5131.55,4480
PEN,C,2940,4595.0,5152.78,5419.3,4600
HUB,A,9680,15221.0,16777.0,17590.45,17600
PGN,B,6420,10081.82,11069.0,11677.8,11050
HVH,B,3530,5248.04,5806.12,6112.200000000001,5810
PGS,C,13500,19787.28,21502.84,22414.8,19800
HVN,C,11000,15748.44,16996.0,17639.1,15750
PGT,A,2040,4567.0,5412.0,5915.1,5920
HVX,B,2380,4392.1,4981.0,5284.55,4980
PHN,A,11450,19869.83,22415.129999999997,23705.05,23700
IBC,Not enough data,14850,17350.0,18002.0,18337.0,Not enough data
PHP,A,10600,16723.15,18462.05,19408.75,19400
ICT,C,8990,13400.3,14615.8,15231.5,13400
PIA,A,10700,15982.13,17449.78,18200.65,18200
IDI,B,1630,2955.32,3379.0,3648.0,3380
PIC,A,3230,5505.0,6180.0,6533.0,6530
IJC,B,9620,15075.89,16757.67,17697.0,16750
PJC,B,5060,9676.51,10943.02,11631.85,10950
ILB,C,14150,20285.59,22172.0,23128.85,20300
PLC,B,13400,22248.53,24679.37,25957.9,24700
IMP,A,41000,53210.75,56156.0,57930.25,57900
PMB,A,5110,8174.96,9151.0,9644.3,9640
ITA,B,1620,2972.03,3408.09,3682.0,3410
PMC,A,27300,39691.57,43005.22,44725.05,44750
ITC,Not enough data,6410,9234.02,9995.0,10408.0,Not enough data
PMP,C,5500,7941.0,8735.14,9144.0,7940
ITD,C,8460,12183.52,13400.68,14028.0,12200
PMS,A,7340,11182.74,12537.0,13277.7,13300
POT,D,5110,8268.88,9180.0,9652.2,5110
JVC,Not enough data,1370,2546.54,2943.0,3170.0,Not enough data
PPE,A,1230,3325.82,4192.23,4718.05,4720
KBC,B,9410,17946.19,20666.85,22118.0,20650
KDC,B,39450,47058.0,48909.96,49820.6,48900
PPP,A,4160,6926.0,7733.22,8182.0,8180
PPS,B,6150,8422.12,9021.0,9341.0,9020
KDH,A,23200,29500.3,31382.12,32408.2,32400
KHG,A,1640,4008.46,4857.69,5326.0,5330
PPY,A,2770,5466.32,6326.96,6785.6,6790
KHP,C,3670,4952.0,5278.0,5444.0,4950
PRC,C,10100,14319.44,15522.76,16079.4,14300
PSC,C,7510,11325.42,12324.63,12914.0,11350
KMR,B,1530,2965.27,3428.81,3700.0,3430
PSD,A,12800,19863.37,21988.43,22989.55,23000
KOS,B,13050,18701.65,20232.65,21016.0,20250
PSE,A,3940,7272.0,8270.5,8809.25,8810
KPF,B,4210,7498.76,8496.0,9020.0,8500
PSW,A,3530,6052.0,6807.0,7210.65,7210
KSB,B,10450,17258.85,19248.75,20279.25,19250
PTD,B,12400,15353.57,16094.42,16456.85,16100
L10,C,5230,8695.4,9944.199999999999,10614.0,8700
PTS,C,4410,6636.42,7326.0,7648.0,6640
LAF,B,1510,4198.12,5266.0,5847.0,5270
PV2,B,490,1196.81,1462.0,1636.0,1460
PVB,C,4670,8096.64,9008.0,9510.2,8100
LBM,A,27000,39931.8,43241.96,45321.0,45300
PVC,C,3940,6347.88,7159.0,7545.6,6350
LCG,C,4180,7650.73,8788.19,9497.0,7650
PVG,B,7330,10713.0,11656.29,12146.45,11650
LCM,C,880,1567.0,1779.0,1899.8000000000002,1570
PVL,B,720,1600.8400000000001,1900.0,2056.0,1900
LDG,B,2550,4116.86,4512.0,4728.0,4510
PVS,B,9690,15873.28,17764.0,18714.0,17750
LEC,C,2140,4346.29,5108.0,5594.15,4350
QHD,A,2250,7779.0,9992.0,11314.3,11300
LGC,C,7730,16647.03,19686.03,21336.05,16650
QST,C,8670,10864.42,11380.52,11694.1,10850
QTC,C,6090,9550.88,10470.0,10951.0,9550
LGL,C,1720,2988.0,3474.0,3731.6000000000004,2990
RCL,B,6230,9285.16,10030.0,10431.7,10050
LHG,A,20450,30883.52,33645.39,35022.6,35000
S55,C,12750,19966.38,22262.37,23379.9,19950
LIX,B,32850,41474.05,43615.15,44711.0,43600
S99,C,4270,7874.0,8996.35,9597.0,7870
LM8,C,4430,6551.0,7163.91,7531.85,6550
SAF,A,17250,30606.5,34224.5,36077.5,36100
LSS,B,2800,5577.7,6534.7,7141.0,6530
SCI,B,8210,14725.0,16738.2,17796.0,16750
MCG,C,930,1759.0,2029.0,2187.0,1760
SD2,C,1820,3397.61,3888.83,4148.0,3400
MCP,B,6930,11994.0,13280.0,14051.1,13300
MDG,C,2390,4780.54,5540.62,5990.85,4780
SD4,D,1200,2169.0,2501.0,2683.0,1200
SD5,C,5220,7388.86,8073.58,8411.0,7390
MHC,A,3330,5554.9,6274.0,6653.0,6650
MSH,A,51300,63380.88,66761.28,68867.0,68900
SD6,C,1460,2416.0,2724.38,2900.0,2420
MSN,B,71900,95846.67,103187.42,107316.8,103200
SD9,C,3680,5253.0,5769.0,6037.25,5250
MWG,A,40250,66274.92,73767.45999999999,77721.9,77700
SDA,B,1750,4011.62,4847.0,5389.05,4850
NAF,B,14750,20245.99,21596.98,22399.65,21600
SDC,C,2820,5139.5,5771.5,6120.0,5140
NAV,A,3360,6582.95,7677.95,8370.0,8370
SDN,B,10200,19156.44,21668.0,23053.2,21650
NBB,B,13100,20378.9,22376.1,23458.5,22400
SDT,C,1970,3256.6,3670.0,3900.0,3260
NCT,A,63700,72612.49,74624.35,75788.25,75800
SDU,C,3700,5736.12,6378.0,6685.0,5740
SEB,A,12950,22909.68,25715.64,27238.6,27250
NHA,C,6710,12168.49,14097.47,15192.0,12150
SED,C,11350,15159.68,16107.84,16670.0,15150
NHH,C,10000,17598.9,19907.7,21121.25,17600
SFN,A,5620,10857.0,12360.0,13162.0,13150
NKG,A,20000,29110.52,31559.6,33048.4,33050
SGC,B,22800,40210.35,44834.35,47415.25,44850
NLG,B,22450,29576.65,31342.0,32394.75,31350
SGD,C,3050,5140.3,5756.0,6077.0,5140
NNC,A,11400,16281.0,17546.33,18226.0,18250
SGH,A,11400,19100.67,21374.04,22554.0,22550
NSC,B,45200,58335.79,61627.85,63269.9,61600
SHE,C,5630,8508.86,9310.0,9725.0,8510
NT2,A,11000,14301.42,15130.0,15547.0,15550
SHN,C,5450,9167.26,10180.78,10828.0,9170
NTL,A,14050,20567.27,22374.54,23328.0,23350
SIC,C,1380,3857.0,4816.24,5397.8,3860
NVL,B,46250,65919.28,70945.0,74010.7,70900
SJ1,D,3820,7216.0,8281.0,8841.0,3820
NVT,D,3480,5271.150000000001,5910.83,6268.05,3480
SJE,C,8550,12532.9,13515.0,14025.0,12550
SLS,B,74300,108891.94,118365.26,123161.3,118400
OGC,B,1930,3089.4700000000003,3439.0,3653.3500000000004,3440
SMN,B,6170,8003.0,8601.08,8921.0,8600
OPC,C,25500,34803.53,37859.0,39452.1,34800
SMT,C,3150,6945.8,8480.7,9344.0,6950
PAC,B,20300,27516.26,29298.0,30374.0,29300
SPI,A,2980,5622.6,6555.56,7017.6,7020
PAN,B,9510,15475.32,17033.98,17889.0,17050
PC1,C,17050,24709.37,26718.48,27910.95,24700
SRA,A,3080,4756.0,5225.0,5471.0,5470
PDN,A,40600,60136.59,65016.979999999996,67618.25,67600
SSM,B,1780,3356.0,3810.0,4048.0,3810
PDR,B,43450,57502.15,61849.56,64023.95,61800
STC,A,7100,11079.3,12357.0,13003.0,13000
STP,B,2300,4090.9,4594.0,4861.0,4590
PET,A,5720,10725.02,12393.0,13434.05,13450
PGC,C,13350,18937.11,20349.0,21221.4,18950
SVN,B,860,1873.8899999999999,2204.67,2381.45,2200
PGD,A,16600,25330.64,27606.0,28837.4,28850
SZB,A,19450,23995.24,25423.0,26140.2,26150
PHC,C,6360,9786.51,10671.06,11175.0,9790
TA9,C,6480,8783.0,9353.0,9699.3,8780
PHR,A,19650,29095.76,31836.0,33479.8,33500
TAR,B,10400,14696.0,15983.0,16654.0,16000
PIT,C,1070,2270.51,2678.0,2898.0,2270
PJT,C,5300,7631.0,8253.0,8572.0,7630
PLP,D,3330,6259.0,7184.0,7676.0,3330
PLX,A,27000,36166.92,38264.0,39379.0,39400
PME,A,45550,59663.6,63011.6,64746.0,64700
PMG,C,5510,9260.43,10267.29,10797.0,9260
PNC,C,3360,5127.95,5623.0,5877.0,5130
PNJ,A,52500,70913.76,75379.92,77831.0,77800
POM,C,3940,7185.35,8144.82,8705.35,7190
POW,B,5460,7676.0,8293.0,8624.85,8290
TC6,C,6560,10086.48,11242.92,11920.0,10100
PPC,A,10850,15110.39,16127.34,16663.850000000002,16650
TDN,C,6330,10189.88,11310.98,11922.1,10200
PSH,C,6470,9412.0,10400.0,10924.0,9410
TDT,D,2990,5924.0,6766.25,7229.75,2990
PTB,B,67000,85765.14,90995.03,93269.6,91000
TET,A,20450,22784.8,23313.0,23578.0,23600
PTC,Not enough data,1640,3565.5,4253.0,4695.5,Not enough data
TFC,D,3090,5041.2,5575.0,5911.0,3090
PTL,B,1250,2531.52,2973.0,3254.0,2970
THB,A,3470,6223.98,7004.49,7426.15,7430
THD,A,132600,163857.2,177556.0,184843.0,184800
PVD,B,9240,14128.2,15452.7,16250.5,15450
THS,A,9310,14639.84,16446.84,17487.8,17500
PVT,A,9440,14170.54,15414.31,16174.0,16150
THT,B,6780,10739.99,11889.0,12510.7,11900
PXI,C,710,1390.8,1610.0,1737.0,1390
TIG,B,5810,9111.45,10075.45,10591.75,10100
TJC,A,3800,6625.59,7597.3099999999995,8116.95,8120
