Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
BAB,9700,13450,14450,14950,C,13450
ACB,13850,19950,21650,22500,A,22500
NVB,11000,17450,19350,20350,C,17450
BID,16650,24650,26850,28000,A,28000
SHB,6670,11050,12300,13000,C,11050
CTG,12150,18300,20000,20850,B,20000
AAV,7510,12250,13500,14350,B,13500
EIB,9190,16450,18600,19750,C,16450
HDB,10150,15500,17000,17800,C,15500
ACM,290,850,1070,1190,D,290
LPB,9240,13150,14400,15050,C,13150
ADC,1790,5600,7140,8010,B,7140
MBB,11000,17350,19150,20050,A,20050
ALT,900,3490,4580,5220,B,4580
MSB,10100,15100,16500,17200,A,17200
AMC,7250,13800,15750,16750,B,15750
OCB,10000,15100,16500,17250,A,17250
AME,1850,4040,4820,5280,C,4040
SSB,17150,24500,26550,27600,C,24500
AMV,3700,6270,7030,7430,A,7430
STB,8410,14750,16600,17650,C,14750
API,9050,21150,25450,27800,C,21150
TCB,24050,33350,35550,36700,A,36700
TPB,14000,21900,24100,25250,A,25250
APP,1190,3780,4770,5340,B,4770
VCB,34650,50200,54400,56500,A,56500
ARM,22350,32600,35200,36550,C,32600
VIB,15000,23700,26200,27450,C,23700
ASG,17100,21950,23200,23800,B,23200
VPB,8150,15350,17600,18800,A,18800
ATS,10200,15050,16350,17000,B,16350
AAA,6480,10100,11050,11600,B,11050
BAX,39300,53900,57600,59600,A,59600
AAM,8000,11250,12250,12750,B,12250
BBS,4310,6720,7440,7850,D,4310
AAT,5290,8260,9090,9540,A,9540
BCC,3350,7840,9390,10250,B,9390
BCF,19650,26700,28500,29450,A,29450
ABS,5080,10400,11850,12750,B,11850
ABT,17650,26600,28850,30100,B,28850
BDB,2440,4880,5570,5950,B,5570
ACC,4460,9660,11400,12350,C,9660
BED,21100,30050,32300,33700,A,33700
BII,2770,5490,6570,7180,A,7180
ACL,10200,14500,15800,16450,B,15800
ADG,25050,34000,36050,37200,B,36050
BKC,1600,4000,4910,5390,D,1600
ADS,14800,21550,23300,24350,C,21550
BLF,2140,3170,3470,3630,D,2140
AGG,20400,29950,32550,33900,B,32550
BNA,21200,29550,31800,33000,B,31800
BPC,3450,6270,7130,7600,B,7130
AGM,10450,22550,26750,28950,B,26750
BSC,11500,16150,17300,18050,Not enough data,11500
AMD,1720,3280,3740,3990,B,3740
BST,1380,4000,5010,5580,B,5010
ANV,8300,16650,19300,20700,C,16650
BTS,2290,4890,5810,6360,B,5810
APC,11700,17050,18500,19200,B,18500
BTW,9010,16000,17900,18950,A,18950
APH,7670,12250,13500,14200,B,13500
BXH,7780,10900,11650,12150,B,11650
ASM,5370,9150,10300,10850,B,10300
C69,5120,8270,9190,9720,Not enough data,5120
ASP,2710,5930,6950,7520,C,5930
C92,850,2300,2850,3150,C,2300
AST,32150,42350,45000,46300,C,42350
CAG,5730,10250,11650,12400,A,12400
BBC,21950,37300,41350,43500,B,41350
CAN,12500,24700,28600,30800,B,28600
BCE,3530,6920,7990,8550,B,7990
CAP,60700,72200,75200,77000,B,75200
BCG,8440,13950,15450,16400,B,15450
CDN,11200,17100,18750,19550,Not enough data,11200
BCM,30000,43650,47500,49550,B,47500
CEO,3960,13350,17500,19800,D,3960
BFC,9500,18000,20650,22050,B,20650
CET,830,2290,2840,3150,B,2840
BHN,27150,36650,39200,40550,A,40550
CIA,6520,10200,11200,11750,Not enough data,6520
BKG,2930,5370,6110,6490,B,6110
CJC,3720,6380,7160,7580,D,3720
BMC,5380,11300,13250,14250,A,14250
CKV,8560,12700,14000,14600,A,14600
BMP,36150,43750,46050,47200,A,47200
CLH,18450,24000,25450,26200,A,26200
BRC,4360,7690,8700,9300,B,8700
CLM,7540,14900,17050,18200,B,17050
BTP,7520,10800,11700,12200,B,11700
CMC,1750,4080,4920,5430,C,4080
BTT,17850,27900,30400,31750,A,31750
CMS,3270,7670,9550,10600,C,7670
BWE,26800,34750,36600,37750,C,34750
CPC,6880,12050,13500,14250,B,13500
C32,13050,19500,21250,22100,B,21250
CSC,46200,68400,75800,79900,C,68400
C47,5450,9250,10450,11150,C,9250
CTB,10800,15300,16800,17550,C,15300
CAV,35100,44050,46250,47350,B,46250
CTC,940,2540,3150,3490,C,2540
CCI,4380,10050,12000,13050,A,13050
CCL,2850,5980,7010,7560,B,7010
CTP,700,2040,2540,2830,B,2540
CDC,7800,10650,11400,11750,C,10650
CTT,5780,8550,9270,9690,C,8550
CEE,3090,6270,7280,7830,C,6270
CTX,3340,5330,5890,6190,C,5330
CHP,14900,17800,18450,18800,C,17800
CVN,3960,6220,6900,7280,A,7280
CIG,3130,6050,6960,7420,D,3130
CX8,2670,4460,5000,5290,C,4460
CII,5780,11650,13550,14600,C,11650
D11,9980,15950,17750,18750,Not enough data,9980
CKG,6510,12450,14300,15300,C,12450
DAD,9960,14850,16100,16850,A,16850
CLC,22700,28100,29450,30100,A,30100
DAE,8020,12600,14250,15100,A,15100
CLL,17650,23550,25050,25850,A,25850
DC2,4490,7860,8870,9410,C,7860
CLW,11950,19850,22000,23150,A,23150
DDG,24950,29550,30750,31350,C,29550
CMG,26500,37000,39650,41250,B,39650
DHP,6090,8480,9070,9420,A,9420
CMV,1880,4490,5400,5900,A,5900
DHT,28250,32850,33900,34450,B,33900
CMX,4080,8060,9320,9990,B,9320
DIH,6240,15450,18900,20800,C,15450
CNG,10150,17650,19900,21050,A,21050
DL1,890,2740,3480,3900,B,3480
COM,10850,19950,23600,25550,A,25550
DNC,17000,28650,32950,35200,A,35200
CRC,4100,5840,6420,6720,D,4100
DNM,18300,27100,29450,30700,C,27100
CRE,9120,16750,19050,20300,A,20300
DNP,5900,9540,10600,11200,C,9540
CSM,8520,11750,12600,13050,C,11750
DP3,51100,69300,75000,78000,A,78000
CSV,14600,26700,30450,32450,A,32450
DPC,2440,6080,7630,8510,A,8510
CTD,36750,52800,57100,59300,A,59300
DS3,3430,5190,5740,6030,A,6030
CTF,13700,16800,17550,17950,B,17550
DST,1320,3830,4810,5350,B,4810
CTI,4820,9400,10850,11600,C,9400
DTD,11850,21450,24100,25550,A,25550
CVT,17950,26600,28950,30200,B,28950
DTK,5240,8650,9530,10000,Not enough data,5240
D2D,28050,38100,41050,42600,A,42600
DVG,1430,3730,4600,5090,B,4600
DAG,3580,6490,7390,7870,D,3580
DXP,7740,12600,13950,14700,A,14700
DAH,3520,6800,7810,8300,C,6800
DZM,2610,4520,5140,5490,D,2610
DAT,3800,7700,9240,10100,B,9240
EBS,6610,8750,9260,9560,B,9260
DBC,30250,45550,49450,51400,B,49450
ECI,11250,18300,20700,21900,A,21900
DBD,31900,40150,42200,43250,A,43250
EID,12100,16100,17100,17700,A,17700
DBT,5480,8410,9280,9770,C,8410
FID,640,1920,2430,2710,A,2710
DC4,10950,15700,17250,18000,B,17250
GDW,2350,7620,9790,11050,A,11050
DCL,13950,20700,22700,23800,C,20700
GIC,9940,13800,14800,15350,A,15350
DCM,10100,18800,21650,23450,A,23450
GKM,23950,34000,36650,38350,B,36650
DGC,38250,77200,89800,96400,A,96400
GLT,9460,15300,17050,18000,A,18000
DGW,18300,40900,48700,53000,A,53000
GMA,44000,51200,53000,53800,B,53000
DHA,26950,35950,38300,39500,A,39500
GMX,7040,10550,11700,12300,B,11700
DHC,33550,47000,50500,52300,A,52300
HAD,7820,10750,11500,11950,A,11950
DHG,55400,75200,80300,83000,A,83000
HAT,7680,11500,12700,13350,B,12700
DHM,6850,8990,9530,9820,B,9530
HCC,6280,8370,8910,9180,B,8910
DIG,24650,43750,49650,53000,C,43750
HCT,4860,8700,9730,10300,A,10300
DLG,2090,3760,4290,4570,D,2090
HDA,10550,14100,15050,15600,B,15050
DMC,29950,39600,42100,43350,A,43350
HEV,1440,4860,6290,7110,B,6290
DPG,23500,41000,46200,49300,B,46200
HGM,15200,23850,26750,28300,A,28300
DPM,13600,26950,31200,33450,A,33450
HHC,23050,40650,45900,48700,D,23050
DPR,39150,52000,55900,57600,A,57600
HHG,700,2030,2540,2820,C,2030
DQC,30950,42150,45600,47600,C,42150
HJS,12600,19100,20950,21950,A,21950
DRC,14600,21000,22700,23600,A,23600
HKT,2160,3420,3880,4130,B,3880
DRH,5610,10550,12050,12900,C,10550
