Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
ACB,13950,20500,22250,23200,A,23200
BAB,8790,13700,15200,15900,C,13700
BID,21450,29300,31350,32400,A,32400
NVB,11650,17800,19750,20600,C,17800
CTG,12400,19100,20950,21950,B,20950
SHB,7150,12100,13500,14300,C,12100
EIB,11800,16850,18350,19150,C,16850
AAV,10250,15500,17250,18300,B,17250
HDB,12700,19100,20800,21800,C,19100
ACM,540,1300,1550,1690,D,540
LPB,8880,13800,15150,15850,C,13800
ADC,1440,4990,6510,7390,B,6510
MBB,10300,16350,18050,19000,A,19000
ALT,1790,4850,6040,6700,B,6040
MSB,10900,16350,17800,18700,A,18700
AMC,5810,11550,13300,14250,B,13300
OCB,11400,17200,18750,19700,A,19700
AME,3560,5850,6640,7060,C,5850
SSB,18950,26650,28900,30000,C,26650
AMV,5240,8300,9150,9620,A,9620
STB,7430,13450,15350,16300,C,13450
API,11900,28450,34400,37700,C,28450
TCB,26350,36200,38850,40300,A,40300
APP,800,2700,3440,3880,B,3440
TPB,22500,32300,34850,36150,A,36150
ARM,18500,28250,30950,32350,C,28250
VCB,49300,67900,72400,74600,A,74600
ASG,15450,20450,21750,22400,B,21750
VIB,15550,24400,26800,28200,C,24400
ATS,20800,25750,26900,27600,B,26900
VPB,8980,16900,19300,20600,A,20600
BAX,32600,45750,49750,51800,A,51800
AAA,6710,10400,11350,11850,B,11350
BBS,4840,7450,8330,8790,D,4840
AAM,2430,4950,5760,6190,B,5760
BCC,3850,8950,10700,11700,B,10700
AAT,7640,11800,12950,13600,A,13600
BCF,17400,24950,26900,28000,A,28000
ABS,7010,13000,14700,15700,B,14700
BDB,3670,6780,7680,8140,B,7680
ABT,16000,23000,24750,25700,B,24750
BED,20250,28850,31400,32650,A,32650
ACC,13600,18150,19550,20200,C,18150
BII,3020,6340,7530,8190,A,8190
ACL,7540,10900,11800,12300,B,11800
BKC,970,2430,2950,3240,D,970
ADG,22250,30300,32400,33450,B,32400
BLF,2150,3090,3340,3480,D,2150
ADS,16400,23500,25550,26600,C,23500
BNA,18850,28400,31100,32500,B,31100
AGG,24750,32200,33950,35050,B,33950
BPC,3790,6530,7340,7770,B,7340
AGM,5440,12700,15100,16500,B,15100
BSC,8060,11250,12050,12500,Not enough data,8060
AMD,1020,2270,2690,2920,B,2690
BST,4240,8580,9870,10550,B,9870
ANV,7190,14250,16450,17650,C,14250
BTS,1720,3950,4720,5190,B,4720
APC,11450,15950,17450,18250,B,17450
BTW,7940,15050,17050,18150,A,18150
APH,10050,16900,18850,19950,B,18850
BXH,10800,13050,13600,13900,B,13600
ASM,4410,8370,9700,10550,B,9700
C69,6580,10350,11700,12300,Not enough data,6580
ASP,3880,6490,7300,7760,C,6490
C92,840,2190,2690,2970,C,2190
AST,28300,36700,38800,39950,C,36700
CAG,3380,7800,9370,10250,A,10250
BBC,23800,35450,39650,41900,B,39650
CAN,11500,22900,26350,28400,B,26350
BCE,4790,8020,9200,9840,B,9200
CAP,58500,68900,72400,74000,B,72400
BCG,6480,12600,14500,15500,B,14500
CDN,11300,16550,18450,19400,Not enough data,11300
BCM,25350,34800,37600,39100,B,37600
CEO,4160,10900,13500,14950,D,4160
BFC,8860,16550,18900,20150,B,18900
CET,930,2540,3150,3490,B,3150
BHN,27450,37850,41000,42600,A,42600
CIA,5400,8360,9180,9610,Not enough data,5400
BKG,3510,6080,6870,7280,B,6870
CJC,4870,7870,8720,9160,D,4870
BMC,9820,14400,16300,17300,A,17300
CKV,5420,8180,8930,9320,A,9320
BMP,34150,43200,45450,46600,A,46600
CLH,16250,21100,22350,23000,A,23000
BRC,7770,10850,11750,12150,B,11750
CLM,5770,11500,13150,14050,B,13150
BTP,7820,11150,12000,12450,B,12000
CMC,1800,4500,5470,6010,C,4500
BTT,20400,29300,31400,32550,A,32550
BWE,23750,32250,34350,35650,C,32250
CMS,2480,7460,9320,10400,C,7460
C32,16350,21750,23400,24250,B,23400
CPC,8510,14200,15800,16650,B,15800
C47,4950,9270,10600,11300,C,9270
CSC,56200,82000,88600,92700,C,82000
CAV,31450,41150,43600,44850,B,43600
CTB,12650,18100,19600,20500,C,18100
CCI,3830,8480,10050,10900,A,10900
CTC,830,2180,2680,2960,C,2180
CCL,2970,6320,7420,8020,B,7420
CTP,970,2490,3040,3350,B,3040
CDC,5600,8940,9880,10350,C,8940
CTT,4460,7240,7980,8350,C,7240
CEE,2930,5910,6850,7420,C,5910
CTX,3110,5300,5930,6290,C,5300
CHP,13700,16600,17300,17700,C,16600
CVN,4550,7050,7750,8160,A,8160
CIG,3470,5990,6800,7280,D,3470
CX8,4220,6420,7040,7350,C,6420
CII,7330,13250,15000,15950,C,13250
D11,13300,20600,23100,24450,Not enough data,13300
CKG,8270,16000,18400,19700,C,16000
DAD,8970,14350,15800,16700,A,16700
CLC,18300,25550,27350,28250,A,28250
DAE,8540,13500,15100,15850,A,15850
CLL,16700,22700,24350,25200,A,25200
DC2,4550,7560,8570,9060,C,7560
CLW,11250,18400,20300,21300,A,21300
DDG,21850,25400,26300,26750,C,25400
CMG,31750,42600,46050,47650,B,46050
DHP,6800,9100,9670,10000,A,10000
CMV,3490,6400,7310,7800,A,7800
DHT,31900,37250,38500,39100,B,38500
CMX,4780,9130,10500,11200,B,10500
DIH,5160,14650,18300,20400,C,14650
CNG,9050,15450,17350,18300,A,18300
DL1,1120,3260,4090,4570,B,4090
COM,12950,22550,25100,26500,A,26500
DNC,13500,28450,33150,35600,A,35600
DNM,11800,19800,22100,23350,C,19800
CRC,2270,4840,5630,6080,D,2270
DNP,7060,11200,12400,13050,C,11200
CRE,7430,13950,16000,17100,A,17100
DP3,53100,73300,79600,83000,A,83000
CSM,9960,13550,14600,15100,C,13550
DPC,2820,6670,8220,9110,A,9110
CSV,13450,23150,26150,27900,A,27900
DS3,3360,5070,5640,5950,A,5950
CTD,37200,51500,55500,57500,A,57500
DST,710,2060,2590,2890,B,2590
CTF,12350,15450,16200,16600,B,16200
DTD,16250,26450,29300,30900,A,30900
CTI,5660,10450,11850,12650,C,10450
DTK,4400,7630,8550,9140,Not enough data,4400
CVT,18600,27450,29850,31250,B,29850
DVG,4700,9510,11000,11900,B,11000
D2D,26800,39200,42300,43850,A,43850
DXP,8020,12750,14200,14900,A,14900
DAG,8110,11300,12250,12800,D,8110
DZM,1400,2980,3610,3960,D,1400
DAH,2830,5270,6020,6390,C,5270
EBS,5790,7790,8280,8580,B,8280
DAT,4470,9660,11350,12300,B,11350
ECI,17050,23700,25600,26500,A,26500
DBC,32750,48600,53000,55300,B,53000
EID,12900,17400,18550,19200,A,19200
DBD,33300,42200,44250,45500,A,45500
FID,2160,4180,4840,5200,A,5200
DBT,6020,9330,10350,10900,C,9330
GDW,1800,5810,7450,8400,A,8400
DC4,10450,14950,16200,16850,B,16200
GIC,9100,13550,14750,15400,A,15400
DCL,18150,26300,29000,30300,C,26300
GKM,17150,24550,26750,27750,B,26750
DCM,8990,17150,19650,21000,A,21000
GLT,11100,17800,20000,21200,A,21200
DGC,81400,111700,120600,125000,A,125000
GMA,33000,43900,46550,48150,B,46550
DGW,22600,48850,57500,62700,A,62700
GMX,6940,11750,13050,13750,B,13050
DHA,28900,37950,40200,41400,A,41400
HAD,7680,10800,11600,12050,A,12050
DHC,44000,61600,66100,68800,A,68800
HAT,9040,13050,14100,14700,B,14100
DHG,59800,75000,78800,80700,A,80700
HCC,7270,9460,10050,10350,B,10050
DHM,7620,9610,10100,10350,B,10100
HCT,5210,8410,9580,10250,A,10250
DIG,22800,36800,40850,43100,C,36800
HDA,14950,19600,20800,21500,B,20800
DLG,2260,3850,4320,4600,D,2260
HEV,1110,3680,4750,5370,B,4750
DMC,27500,36700,38950,40200,A,40200
HGM,12600,20400,22450,23500,A,23500
DPG,27850,46450,52000,54900,B,52000
HHC,13000,27550,31850,34300,D,13000
DPM,13700,23600,26800,28600,A,28600
HHG,1730,3370,3900,4210,C,3370
DPR,42950,56600,60700,62900,A,62900
HJS,12950,18500,20300,21300,A,21300
DQC,11600,16750,18100,18900,C,16750
HKT,2070,3740,4200,4440,B,4200
DRC,14850,22300,24200,25250,A,25250
HLC,1950,4320,5230,5750,D,1950
DRH,6710,11850,13400,14200,C,11850
HLD,16800,23900,26150,27250,B,26150
DRL,43250,53000,55700,57000,A,57000
HMH,7190,10400,11250,11750,A,11750
DSN,30750,36950,38800,39700,A,39700
HOM,3450,5500,6200,6560,C,5500
DTA,4550,9210,10700,11500,C,9210
HPM,5680,7260,7660,7860,B,7660
DTL,20900,26450,28150,28850,C,26450
HTC,14500,20900,22650,23500,A,23500
DTT,9450,12150,12800,13200,B,12800
DVP,31050,41700,44300,45800,A,45800
HTP,2100,6990,9010,10200,C,6990
DXG,12700,19600,21650,22650,A,22650
HUT,2240,5540,6710,7370,C,5540
