Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
BAB,8340,12850,14050,14750,C,12850
ACB,14000,20200,21850,22700,A,22700
NVB,10850,17200,19050,20050,C,17200
BID,16750,24850,27100,28250,A,28250
SHB,6640,11000,12250,12950,C,11000
CTG,11950,18050,19700,20600,B,19700
AAV,8420,13650,15100,16000,B,15100
EIB,13900,19850,21600,22500,C,19850
HDB,10150,15500,17000,17800,C,15500
ACM,300,800,1000,1110,D,300
LPB,9010,12700,13950,14600,C,12700
ADC,1610,5160,6610,7440,B,6610
MBB,11450,18000,19850,20800,A,20800
ALT,920,3590,4710,5360,B,4710
MSB,10250,15300,16650,17400,A,17400
AMC,6160,11650,13350,14250,B,13350
OCB,10150,15350,16750,17450,A,17450
AME,1660,3910,4700,5130,C,3910
SSB,17200,24700,26700,27750,C,24700
AMV,3730,6300,7060,7460,A,7460
STB,8230,14400,16250,17250,C,14400
API,9800,23200,28000,30600,C,23200
TCB,24150,33450,35700,36850,A,36850
TPB,15250,23700,26000,27350,A,27350
APP,850,2690,3380,3790,B,3380
VCB,35150,50900,55100,57300,A,57300
ARM,22350,32600,35200,36550,C,32600
VIB,16000,25200,27850,29200,C,25200
ASG,18700,22700,23950,24550,B,23950
VPB,8290,15550,17800,19050,A,19050
ATS,12300,17300,18600,19300,B,18600
AAA,4010,7600,8710,9300,B,8710
BAX,35700,49800,53500,55400,A,55400
AAM,5350,7610,8260,8630,B,8260
BBS,4370,6890,7640,8050,D,4370
AAT,4780,7560,8330,8740,A,8740
BCC,2990,6960,8330,9080,B,8330
ABS,4880,9870,11250,12100,B,11250
BCF,19450,26450,28200,29150,A,29150
ABT,15950,23800,25750,26800,B,25750
BDB,2560,5080,5820,6210,B,5820
ACC,4320,9270,10900,11850,C,9270
BED,21100,30050,32300,33700,A,33700
ACL,9900,14200,15300,16000,B,15300
BII,1250,3460,4320,4800,A,4800
ADG,25400,34350,36400,37500,B,36400
BKC,1750,3540,4280,4690,D,1750
ADS,14250,20800,22550,23550,C,20800
BLF,1960,2980,3240,3410,D,1960
AGG,18650,27450,29800,31050,B,29800
BNA,20200,28250,30450,31600,B,30450
AGM,9160,19650,23300,25200,B,23300
BPC,2920,5680,6460,6890,B,6460
AMD,1580,3010,3430,3660,B,3430
BSC,11500,16200,17350,18100,Not enough data,11500
ANV,7900,15800,18300,19650,C,15800
BST,1370,4140,5240,5860,B,5240
APC,11950,17300,18700,19450,B,18700
BTS,1980,4160,4970,5430,B,4970
APH,6630,11350,12700,13450,B,12700
BTW,9860,17600,19750,20900,A,20900
ASM,5260,8940,10050,10600,B,10050
BXH,7780,10900,11650,12150,B,11650
ASP,6630,9560,10500,11000,C,9560
C69,5070,8230,9160,9700,Not enough data,5070
AST,30500,40350,42850,44100,C,40350
C92,850,2290,2820,3120,C,2290
BBC,22800,37950,42000,44150,B,42000
CAG,5030,9190,10500,11150,A,11150
BCE,3210,6310,7290,7810,B,7290
CAN,11800,23350,26850,29000,B,26850
BCG,7440,12450,13900,14700,B,13900
CAP,59900,72400,75800,77400,B,75800
BCM,33400,48150,52400,54600,B,52400
CDN,10850,16550,18150,18950,Not enough data,10850
BFC,8100,15150,17300,18450,B,17300
CEO,4200,14350,18850,21350,D,4200
BHN,27550,37400,40150,41600,A,41600
CET,740,2030,2520,2800,B,2520
BKG,2700,4920,5600,5950,B,5600
CIA,6190,9720,10700,11250,Not enough data,6190
BMC,4290,9540,11350,12300,A,12300
CJC,3500,5990,6710,7100,D,3500
BMP,36850,44500,46800,48000,A,48000
CKV,8150,11800,12950,13450,A,13450
BRC,6820,10350,11250,11750,B,11250
CLH,17250,22500,23850,24550,A,24550
BTP,7780,11150,12100,12650,B,12100
CLM,7510,14600,16700,17850,B,16700
BTT,19300,29750,32400,33850,A,33850
CMC,1490,3520,4250,4690,C,3520
BWE,27900,35900,38000,39100,C,35900
CMS,3250,7540,9430,10500,C,7540
C32,12650,18800,20500,21350,B,20500
CPC,6820,12150,13600,14400,B,13600
C47,5060,9410,10750,11450,C,9410
CSC,40050,59800,66200,69800,C,59800
CAV,34000,42850,45050,46100,B,45050
CTB,10600,15000,16450,17250,C,15000
CCI,4640,10350,12300,13350,A,13350
CTC,880,2400,2960,3280,C,2400
CCL,2940,6200,7270,7850,B,7270
CTP,680,1970,2450,2720,B,2450
CDC,8030,11100,11900,12250,C,11100
CTT,5600,8270,8960,9360,C,8270
CEE,3140,6450,7520,8100,C,6450
CTX,3260,5260,5830,6130,C,5260
CHP,14900,17850,18500,18900,C,17850
CVN,3580,5440,6060,6390,A,6390
CIG,3690,6910,7890,8440,D,3690
CX8,2360,3930,4390,4650,C,3930
CII,6500,13000,15100,16250,C,13000
D11,9740,15600,17300,18300,Not enough data,9740
CKG,6490,12350,14250,15250,C,12350
DAD,10050,15200,16550,17350,A,17350
CLC,19600,26000,27400,28200,A,28200
DAE,7810,12650,14250,15100,A,15100
CLL,16450,22000,23450,24150,A,24150
DC2,5330,9140,10200,10850,C,9140
CLW,11100,18650,20700,21800,A,21800
DDG,24450,29000,30200,30750,C,29000
CMG,26200,36550,39150,40750,B,39150
DHP,6250,8540,9100,9430,A,9430
CMV,1910,4550,5480,5990,A,5990
DHT,28900,33600,34700,35250,B,34700
CMX,4060,7950,9160,9810,B,9160
DIH,6170,14550,17600,19450,C,14550
CNG,10900,17650,19750,21000,A,21000
DL1,830,2570,3270,3660,B,3270
COM,9620,17650,20850,22600,A,22600
DNC,12750,26100,30200,32250,A,32250
CRC,1920,4090,4770,5140,D,1920
DNM,18100,26850,29200,30450,C,26850
CRE,9870,17900,20300,21700,A,21700
DNP,6000,9880,11000,11650,C,9880
CSM,8740,12050,12900,13350,C,12050
DP3,48000,69400,75100,78000,A,78000
CSV,13650,24550,27900,29650,A,29650
DPC,2720,6420,8040,8980,A,8980
CTD,40800,58300,63000,65400,A,65400
DS3,3280,4950,5450,5700,A,5700
CTF,13650,16700,17450,17800,B,17450
DST,1250,3680,4640,5180,B,4640
CTI,4510,8870,10250,11000,C,8870
DTD,12750,22850,25650,27150,A,27150
CVT,18400,26800,29100,30250,B,29100
DTK,5060,8350,9210,9670,Not enough data,5060
D2D,29050,39150,42200,43800,A,43800
DVG,1380,3660,4530,5020,B,4530
DAG,3200,5800,6600,7030,D,3200
DXP,6730,10650,11800,12450,A,12450
DAH,3530,6680,7640,8140,C,6680
DZM,1500,3110,3740,4090,D,1500
DAT,3810,7790,9350,10200,B,9350
EBS,6850,8970,9480,9790,B,9480
DBC,33150,49250,53300,55500,B,53300
ECI,12450,20000,22550,23900,A,23900
DBD,30950,39000,41000,42050,A,42050
EID,12750,16900,17900,18500,A,18500
DBT,5350,8300,9170,9670,C,8300
FID,530,1630,2070,2320,A,2320
DC4,11600,17000,18500,19250,B,18500
GDW,2330,7600,9770,11000,A,11000
DCL,15400,22600,24800,26000,C,22600
GIC,9820,13700,14750,15250,A,15250
DCM,8740,16050,18450,19950,A,19950
GKM,24200,34350,37000,38750,B,37000
DGC,44750,74000,84500,90300,A,90300
GLT,9150,14850,16550,17450,A,17450
DGW,19900,44100,52300,57000,A,57000
GMA,44000,51100,52900,53700,B,52900
DHA,29050,38450,40850,42100,A,42100
GMX,7070,10500,11650,12250,B,11650
DHC,37200,51600,55400,57300,A,57300
HAD,7960,10750,11550,11950,A,11950
DHG,59100,80000,85400,88100,A,88100
DHM,6370,8370,8870,9130,B,8870
HAT,7810,11700,12850,13500,B,12850
DIG,25950,46100,52100,55700,C,46100
HCC,6400,8470,8990,9260,B,8990
DLG,2030,3660,4180,4450,D,2030
HCT,4080,7140,7960,8410,A,8410
DMC,29950,39700,42200,43450,A,43450
HDA,14500,19300,20600,21350,B,20600
DPG,18100,32000,35950,38500,B,35950
HEV,1500,5080,6580,7440,B,6580
DPM,13850,25100,28750,31050,A,31050
HGM,14150,21600,24250,25650,A,25650
DPR,39900,52600,56400,58200,A,58200
HHC,23550,41450,46850,49700,D,23550
DQC,26100,35350,38150,39700,C,35350
HHG,660,1880,2350,2610,C,1880
DRC,13400,19500,21150,22000,A,22000
HJS,12800,19250,21000,22050,A,22050
DRH,6790,12600,14400,15350,C,12600
HKT,610,1790,2220,2470,B,2220
DRL,39750,48150,50800,52200,A,52200
HLC,2160,5370,6510,7150,D,2160
DSN,31300,38350,40100,40950,A,40950
HLD,17900,26350,29050,30300,B,29050
DTA,3930,7930,9200,9890,C,7930
HMH,8330,11800,12700,13250,A,13250
DTL,29750,38250,40300,41550,C,38250
HOM,2560,4270,4820,5130,C,4270
DTT,6580,8550,9160,9480,B,9160
HPM,4890,7040,7610,7900,B,7610
DVP,32050,42000,44400,45750,A,45750
HTC,15650,22000,23650,24500,A,24500
DXG,16150,24600,27150,28600,A,28600
DXS,9330,16900,19300,20650,A,20650
HTP,2630,9570,12400,14050,C,9570
DXV,1760,3440,3930,4200,B,3930
HUT,4040,9450,11300,12350,C,9450
E1VFVN30,16250,20000,20850,21300,Not enough data,16250
HVT,21250,32200,35000,36800,B,35000
ELC,5740,10550,12000,12750,B,12000
ICG,4020,6550,7390,7790,C,6550
EMC,3520,7140,8330,8970,C,7140
IDC,12050,26350,31300,33950,C,26350
EVE,6380,9960,10900,11350,B,10900
IDJ,4620,10350,12300,13450,C,10350
EVG,3590,6620,7550,8070,A,8070
IDV,29700,42300,45550,47350,Not enough data,29700
FCM,2340,4330,4940,5260,B,4940
INC,4470,7860,8820,9340,B,8820
FCN,4630,9480,11050,11900,C,9480
INN,23800,31250,33050,34100,B,33050
FDC,5430,10000,11650,12550,B,11650
ITQ,810,2160,2670,2960,B,2670
FIR,32450,39650,41650,42500,A,42500
KDM,850,2140,2610,2860,A,2860
FIT,3580,6750,7680,8140,A,8140
KHS,3580,8990,11200,12500,B,11200
FLC,3280,6250,7120,7590,B,7120
KKC,8520,13950,15700,16600,A,16600
FMC,32400,42850,46100,47600,B,46100
KLF,380,1320,1690,1920,B,1690
FPT,52800,67800,71500,73500,A,73500
KMT,3180,5570,6200,6560,B,6200
FRT,29100,53900,61500,65900,B,61500
KSD,1190,2910,3520,3850,B,3520
FTM,1270,2490,2870,3070,D,1270
KSF,33650,58000,65000,69300,Not enough data,33650
FUCTVGF2,2430,4380,4980,5290,Not enough data,2430
KSQ,1270,2820,3310,3620,A,3620
FUCVREIT,2860,5080,5740,6110,Not enough data,2860
KST,5360,8990,10050,10600,A,10600
FUEMAV30,10800,13550,14200,14550,Not enough data,10800
KTS,2330,5900,7180,7900,C,5900
FUESSV30,8290,12150,13100,13600,Not enough data,8290
KTT,1120,3150,3990,4560,C,3150
FUESSV50,14600,17550,18250,18650,Not enough data,14600
KVC,1110,2590,3100,3380,C,2590
FUESSVFL,11650,16000,17050,17600,Not enough data,11650
L14,49350,110900,135500,149800,A,149800
FUEVFVND,18700,22500,23500,23950,Not enough data,18700
L18,6410,16950,20850,23000,C,16950
FUEVN100,12200,15300,16050,16400,Not enough data,12200
L35,1350,2780,3210,3450,D,1350
GAB,175300,183400,185300,186200,B,185300
L40,5910,12350,14200,15300,C,12350
GAS,58400,78800,84700,87800,A,87800
L43,680,1910,2370,2640,C,1910
GDT,24250,34800,37300,38700,A,38700
L61,520,1720,2210,2490,C,1720
GEG,11650,16550,18000,18750,C,16550
L62,1720,2820,3180,3370,C,2820
GEX,13350,21850,24100,25600,C,21850
LAS,3190,7320,8740,9510,B,8740
GIL,30650,47000,51500,53800,A,53800
LBE,7620,14200,16250,17300,C,14200
GMC,5370,10600,12250,13150,B,12250
LCD,7180,10900,11950,12500,C,10900
GMD,16350,26700,29600,31150,B,29600
LCS,410,1100,1360,1500,D,410
GSP,5940,8910,9720,10150,B,9720
LDP,4960,12700,15550,17200,C,12700
GTA,7020,9970,11000,11550,B,11000
LHC,51000,78600,87200,91400,A,91400
GTN,7160,10400,11250,11750,A,11750
LIG,1750,4300,5220,5720,C,4300
GVR,13650,20300,22200,23300,A,23300
LM7,520,1560,1970,2200,D,520
HAG,2440,4630,5310,5690,B,5310
LUT,1810,3390,4020,4370,Not enough data,1810
HAH,19050,35900,41100,43850,A,43850
MAC,2560,4480,5040,5360,C,4480
HAI,1580,2960,3360,3590,B,3360
MAS,13600,26000,29550,31500,C,26000
HAP,2590,5150,5990,6430,B,5990
MBG,1480,4020,4960,5500,A,5500
HAR,1730,3710,4370,4720,B,4370
MCC,5780,7420,7830,8040,B,7830
HAS,4230,6830,7510,7870,B,7510
MCF,3340,5300,5860,6180,B,5860
HAX,11650,19200,21250,22550,A,22550
MCO,610,1760,2210,2460,C,1760
HBC,4480,9720,11450,12400,C,9720
MDC,1940,4950,6070,6690,C,4950
HCD,2690,5450,6330,6800,B,6330
HDC,34800,54600,60300,63500,B,60300
MED,6870,12700,14400,15300,C,12700
HDG,29700,43650,47250,49500,C,43650
MEL,5370,9010,10050,10650,B,10050
HHP,2630,5120,5900,6320,B,5900
MHL,510,1490,1880,2090,D,510
HHS,2280,4350,5010,5400,A,5400
MIM,2220,4340,4960,5310,D,2220
HID,1850,3900,4560,4920,C,3900
MKV,3990,6440,7110,7490,C,6440
HII,6140,9670,10550,11050,B,10550
MST,7500,10650,11500,12000,C,10650
HMC,12300,16900,18300,19050,A,19050
MVB,8870,14100,15800,16700,Not enough data,8870
NAG,7010,9920,10800,11150,C,9920
HNG,2110,3990,4560,4870,D,2110
NAP,3080,5200,5990,6460,A,6460
HOT,7130,14150,16500,17950,B,16500
HPG,18400,27450,29950,31250,A,31250
NBC,2760,6190,7560,8330,C,6190
HPX,10250,16150,17800,18700,C,16150
NBP,7600,12000,13200,13950,A,13950
HQC,2170,3830,4360,4620,C,3830
NBW,3820,8300,9700,10400,A,10400
HRC,20100,30200,33550,35350,C,30200
NDN,5990,9820,10950,11500,A,11500
HSG,10350,17850,20200,21700,A,21700
NDX,2840,5010,5600,5920,B,5600
NET,30000,38900,41150,42250,A,42250
HSL,2250,4300,4940,5280,B,4940
HT1,9290,13350,14550,15200,B,14550
NFC,4500,7430,8390,8860,A,8860
HTI,10250,13600,14450,14900,B,14450
NHC,9200,16000,17900,18900,A,18900
HTL,4700,9290,10750,11500,B,10750
NRC,6010,10400,11700,12450,B,11700
HTN,8850,18050,21100,22750,B,21100
NSH,1790,4760,5860,6470,C,4760
HTV,6040,8860,9550,9900,A,9900
NST,3560,5270,5840,6140,B,5840
HU1,2590,5480,6430,6940,B,6430
NTH,17200,25200,27300,28450,A,28450
HU3,1800,3420,3940,4250,C,3420
NTP,31500,42900,45950,47550,B,45950
HUB,14150,20050,21600,22400,A,22400
NXT,1320,3700,4630,5190,Not enough data,1320
HVH,2420,4580,5250,5600,B,5250
OCH,3900,6420,7230,7670,C,6420
HVN,10750,15450,16750,17400,C,15450
ONE,3110,4820,5270,5550,C,4820
HVX,1540,2990,3450,3700,B,3450
PBP,2800,8050,10100,11250,B,10100
IBC,13800,16300,16850,17150,Not enough data,13800
PCE,11700,17900,20100,21200,A,21200
ICT,8310,12050,13100,13600,C,12050
PCG,800,2620,3330,3750,B,3330
IDI,4170,7430,8540,9140,B,8540
PCT,2690,4450,4960,5220,A,5220
IJC,8920,14300,15900,16850,B,15900
PDB,6840,11150,12650,13400,B,12650
ILB,15350,20900,22450,23200,C,20900
PDC,1840,4290,5380,6000,D,1840
IMP,45500,57200,60500,62200,A,62200
PEN,2720,4380,4900,5190,C,4380
ITA,3060,6240,7260,7810,B,7260
PGN,5460,8110,8840,9220,B,8840
ITC,5740,9370,10450,10950,Not enough data,5740
PGS,10850,16450,17900,18800,C,16450
ITD,3370,6140,7030,7600,C,6140
PGT,1410,3070,3740,4110,A,4110
JVC,1710,3730,4410,4770,Not enough data,1710
PHN,8180,16850,19400,20800,A,20800
KBC,12250,23450,27050,28950,B,27050
PHP,9500,15450,17050,18100,A,18100
KDC,38850,44800,46200,46900,B,46200
PIA,9940,15550,17150,17950,A,17950
KDH,26850,37250,39900,41250,A,41250
PIC,3830,6400,7070,7430,A,7430
KHG,4440,8420,9670,10350,A,10350
PJC,7640,12900,14300,15050,B,14300
KHP,5180,8150,9220,9780,C,8150
PLC,15450,25600,28400,30050,B,28400
KMR,1370,2980,3520,3810,B,3520
PMB,7560,12150,13700,14500,A,14500
KOS,26500,29600,30400,30700,B,30400
PMC,32850,44550,47550,49100,A,49100
KPF,6220,9200,10100,10600,B,10100
