Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
ACB,13800,20300,22000,22950,A,22950
BAB,8610,13500,14950,15650,C,13500
BID,20900,28750,30800,31850,A,31850
NVB,11400,17450,19350,20200,C,17450
CTG,11900,18300,20150,21100,B,20150
SHB,6840,11650,13000,13800,C,11650
EIB,6760,12200,13850,14700,C,12200
AAV,8550,13400,15000,15900,B,15000
HDB,11700,17800,19450,20350,C,17800
ACM,550,1300,1540,1680,D,550
LPB,5220,9490,10800,11500,C,9490
ADC,1240,4300,5590,6340,B,5590
MBB,9700,15550,17200,18100,A,18100
ALT,1680,4630,5770,6420,B,5770
MSB,9800,14850,16150,16950,A,16950
AMC,5500,11050,12600,13550,B,12600
OCB,10700,16250,17700,18600,A,18600
AME,3420,5680,6430,6830,C,5680
SSB,18800,26450,28700,29800,C,26450
AMV,4570,7460,8280,8710,A,8710
STB,6990,12750,14550,15500,C,12750
API,10000,23950,29000,31800,C,23950
TCB,24450,34150,36750,38050,A,38050
APP,740,2480,3160,3560,B,3160
TPB,23850,34400,36900,38400,A,38400
ARM,18500,28250,30950,32350,C,28250
VCB,48900,67500,72000,74200,A,74200
ASG,15500,20200,21300,21950,B,21300
VIB,14750,23300,25700,27000,C,23300
ATS,20800,25750,26900,27600,B,26900
VPB,8290,15650,17950,19200,A,19200
BAX,31950,44950,48850,50900,A,50900
AAA,6250,9760,10650,11150,B,10650
BBS,4380,6690,7510,7960,D,4380
AAM,2580,5070,5860,6280,B,5860
BCC,3670,8540,10200,11150,B,10200
AAT,7400,11400,12550,13150,A,13150
BCF,17250,24800,26800,27900,A,27900
ABS,5640,10750,12150,12950,B,12150
BDB,3300,6170,6990,7410,B,6990
ABT,16500,23900,25750,26700,B,25750
BED,20250,28850,31400,32650,A,32650
ACC,12950,17350,18750,19350,C,17350
BII,2820,6110,7120,7750,A,7750
ACL,6970,10200,11050,11550,B,11050
BKC,1010,2520,3060,3360,D,1010
ADG,23700,32300,34500,35600,B,34500
BLF,2360,3380,3640,3800,D,2360
ADS,16250,23300,25350,26400,C,23300
BNA,18350,27750,30450,31850,B,30450
AGG,24550,31950,33750,34850,B,33750
BPC,3780,6620,7460,7920,B,7460
AGM,5580,13000,15550,16950,B,15550
BSC,8060,11250,12050,12500,Not enough data,8060
AMD,1020,2280,2710,2940,B,2710
BST,3850,7890,9090,9740,B,9090
ANV,6680,13350,15500,16600,C,13350
BTS,1660,3800,4550,5000,B,4550
APC,6290,11350,12900,13700,B,12900
BTW,8190,15500,17550,18700,A,18700
APH,9160,15600,17400,18450,B,17400
BXH,9260,12050,12700,13100,B,12700
ASM,3960,7600,8820,9590,B,8820
C69,3560,7340,8540,9250,Not enough data,3560
ASP,3640,6210,6980,7430,C,6210
C92,860,2250,2760,3040,C,2250
AST,29200,38050,40250,41450,C,38050
CAG,3100,6950,8240,9000,A,9000
CAN,12950,25050,28750,30800,B,28750
BBC,19450,33550,37600,39650,B,37600
CAP,59300,69500,73000,74600,B,73000
BCE,4200,7430,8510,9110,B,8510
CDN,10800,15900,17700,18700,Not enough data,10800
BCG,8260,13600,15150,16000,B,15150
CEO,5150,11250,13900,15400,D,5150
BCM,23350,31400,34100,35500,B,34100
CET,860,2410,3000,3330,B,3000
BFC,7830,14800,17000,18100,B,17000
CIA,5000,7830,8640,9050,Not enough data,5000
BHN,25800,35700,38600,40200,A,40200
CJC,5070,8280,9190,9680,D,5070
BKG,3200,5620,6370,6780,B,6370
CKV,4730,7240,7950,8310,A,8310
BMC,9540,14350,16100,17150,A,17150
CLH,15400,20150,21300,22000,A,22000
BMP,32500,41400,43600,44700,A,44700
CLM,6680,13200,15050,16100,B,15050
BRC,7820,10900,11800,12250,B,11800
CMC,1620,4040,4910,5390,C,4040
BTP,7620,10900,11750,12200,B,11750
BTT,18550,27050,29100,30200,A,30200
CMS,3270,9710,12100,13500,C,9710
BWE,22650,30850,32900,34150,C,30850
CPC,7900,13350,14850,15650,B,14850
C32,14900,20150,21750,22600,B,21750
CSC,54800,80500,87300,91100,C,80500
C47,5500,10250,11750,12500,C,10250
CTB,11150,15800,17250,18050,C,15800
CAV,31200,41000,43500,44700,B,43500
