Ticker,Group,Breakeven Price,1% at Risk,3% at Risk,5% at Risk,Proposed Price
BBC,B,22950,34076.58,38096.92,40208.0,38100
BCE,B,6100,8795.16,9498.0,9918.8,9500
BCG,B,7090,10970.7,12026.3,12667.0,12050
BCM,B,22150,30664.7,33024.03,34204.35,33000
BFC,B,8970,15059.74,17113.22,18251.7,17100
BHN,A,28900,40741.37,43986.0,45806.85,45800
BXH,B,7230,8775.25,9137.0,9330.0,9140
C69,Not enough data,2170,4656.0,5504.0,5963.0,Not enough data
C92,C,710,1698.56,2050.0,2244.0,1700
CAG,A,4040,8859.04,10321.119999999999,11179.2,11200
CAN,B,5620,11683.0,13506.31,14541.85,13500
CAP,B,50300,59732.34,62730.21,63924.4,62700
CEO,D,3060,5518.0,6207.91,6589.0,3060
CET,B,780,1944.0,2390.0,2686.0,2390
BID,A,18900,26012.0,27883.22,28831.7,28850
CIA,Not enough data,5330,8145.0,8903.88,9328.0,Not enough data
BKG,B,3940,5841.98,6389.0,6693.0,6390
CJC,D,6460,9530.0,10365.53,10797.0,6460
CKV,A,4610,7488.68,8312.76,8747.6,8750
BMC,A,5080,10988.55,12862.73,13917.0,13900
CLH,A,15700,19963.94,21038.64,21569.4,21550
CLM,B,6630,11180.7,12430.0,13105.5,12450
CMC,C,1630,2758.0,3173.0,3393.0,2760
CMS,C,700,1460.06,1772.0,1947.0,1460
CPC,B,8250,11892.0,13065.31,13670.85,13050
CSC,C,27050,40170.76,44057.68,45846.4,40150
CTB,C,11100,16806.3,18162.0,18915.0,16800
CTC,C,1410,2848.0,3282.0,3512.0,2850
CTP,B,1410,2479.0,2824.0,3025.0,2820
CTT,C,4980,6984.0,7623.0,7946.9,6980
CTX,C,2400,4026.16,4511.0,4780.0,4030
BMP,A,28050,37601.56,39712.36,40847.8,40850
BRC,B,7030,9812.2,10508.4,10912.0,10500
CVN,A,3430,5066.0,5535.0,5791.8,5790
CX8,C,3050,4338.84,4678.0,4852.0,4340
D11,Not enough data,9700,14083.2,15677.119999999999,16496.4,Not enough data
DAD,A,9670,15369.0,16902.0,17851.0,17850
DAE,A,9450,14314.58,15603.0,16386.95,16400
DC2,C,1150,3273.36,4131.04,4608.0,3270
DDG,C,29550,33143.2,34009.8,34428.0,33150
DHP,A,5960,7717.0,8148.3099999999995,8385.85,8390
DHT,B,31350,37045.88,38382.32,39061.0,38400
DIH,C,2280,5982.12,7372.0599999999995,8224.1,5980
DL1,B,1400,2984.0,3454.0,3734.0,3450
DNC,A,11350,24621.67,28720.01,30862.05,30850
BTP,B,8230,11128.89,11871.67,12258.0,11850
DNM,C,8160,14737.06,16696.09,17762.15,14750
BTT,A,22800,32751.0,35234.2,36556.0,36550
DNP,C,7170,11289.0,12462.61,13066.7,11300
DP3,A,47950,73073.14,79615.19,83179.95,83200
DPC,A,6290,11221.0,12993.58,13948.0,13950
DS3,A,2370,3678.85,4110.0,4339.25,4340
DST,B,860,1947.0,2283.0,2466.0,2280
DTD,A,11400,18595.14,20611.0,21695.0,21700
DVG,B,1950,4464.81,5344.0,5821.05,5340
DXP,A,7030,11426.82,12607.23,13354.05,13350
DZM,D,2430,4048.5,4578.0,4859.25,2430
EBS,B,4740,6585.0,7039.0,7315.0,7040
ECI,A,27550,35658.76,37605.12,38758.6,38750
BWE,C,20550,27807.4,29569.0,30660.0,27800
EID,A,13250,17733.84,18970.76,19530.5,19550
C32,B,14900,20474.42,21784.52,22471.1,21800
C47,C,5040,7479.32,8116.98,8486.0,7480
CAV,B,32150,41678.05,44045.86,45348.05,44050
CCI,A,6610,10476.0,11660.25,12331.0,12350
CCL,B,2290,5218.9,6175.0,6717.0,6180
CDC,C,4060,6763.34,7536.0,7956.0,6760
CEE,C,2500,5214.64,6120.0,6609.200000000001,5210
CHP,C,12350,14888.0,15502.0,15811.0,14900
CIG,D,2060,3816.16,4305.62,4608.7,2060
CII,C,7860,11007.0,11875.11,12356.85,11000
FID,A,1020,2366.42,2820.63,3075.35,3080
CKG,C,10700,16033.05,17458.0,18215.0,16050
GDW,A,4370,9644.4,11277.0,12165.0,12150
CLC,A,16100,22658.36,24312.77,25146.95,25150
GIC,A,7670,12578.86,13963.0,14681.0,14700
CLL,A,19150,25785.79,27626.0,28555.95,28550
GKM,B,13650,19145.6,20644.0,21439.0,20650
CLW,A,10100,16217.210000000001,17818.09,18706.15,18700
GLT,A,8380,15921.42,18058.63,19218.05,19200
CMG,B,31250,42079.79,44942.74,46474.9,44950
GMA,B,28850,40964.6,43901.6,45504.0,43900
CMV,A,3030,5758.15,6621.0,7080.0,7080
GMX,B,7380,11812.0,13011.0,13649.0,13000
CMX,B,3630,6278.43,7112.43,7629.05,7110
HAD,A,7670,10709.39,11606.31,12045.0,12050
CNG,A,18450,23933.0,25623.16,26503.8,26500
HAT,B,7890,11600.119999999999,12561.0,13103.0,12550
COM,A,6190,13491.2,16104.0,17670.5,17650
CRC,D,2450,5039.02,5827.0,6263.1,2450
CRE,A,7910,14599.0,16645.989999999998,17742.0,17750
CSM,C,8900,12658.65,13649.95,14151.5,12650
CSV,A,27800,38487.74,41333.26,42847.8,42850
CTD,A,29450,40712.92,44177.52,46033.6,46050
CTF,B,11600,14621.73,15367.19,15743.65,15350
HCC,B,5510,7701.0,8234.0,8513.400000000001,8230
CTG,B,12100,18500.45,20249.0,21152.75,20250
HCT,A,3530,5889.42,6778.0,7247.35,7250
CTI,C,6850,9900.0,10713.0,11154.0,9900
HDA,B,13250,17476.02,18546.66,19226.5,18550
HEV,B,1010,3647.42,4856.0,5542.0,4860
HGM,A,18750,25130.72,26865.58,27724.0,27700
HHC,D,16500,31246.42,35867.13,38307.65,16500
HHG,C,800,1741.8600000000001,2042.79,2210.0,1740
HJS,A,11500,18039.0,19703.19,20561.65,20550
HKT,B,1580,2930.0,3285.0,3485.0,3280
HLC,D,6400,10247.96,11562.96,12285.3,6400
HLD,B,18200,24689.5,26670.5,27686.5,26650
CVT,B,8140,16238.0,18815.88,20192.200000000004,18800
HMH,A,6550,9949.76,10855.76,11408.4,11400
D2D,A,20250,31198.25,34244.0,35815.0,35800
HOM,C,2770,4420.84,4970.0,5246.6,4420
DAG,D,2350,3473.0,3743.0,3895.0,2350
HPM,B,9070,10054.0,10275.0,10386.0,10300
DAH,C,1870,3578.0,4279.0,4655.0,3580
HTC,A,13650,19789.0,21427.48,22290.8,22300
DAT,B,3910,9164.61,11079.22,12104.0,11100
HTP,C,1790,6210.43,8093.29,9182.0,6210
DBC,B,27450,40067.14,43399.05,45261.8,43400
DBD,A,29950,37715.91,39642.38,40600.55,40600
HUT,C,1290,2872.94,3446.0,3818.0,2870
DBT,C,6010,9062.84,10040.52,10581.0,9060
HVT,B,15200,23372.58,25613.87,26792.35,25600
DC4,B,5780,8599.65,9376.0,9772.25,9380
ICG,C,1970,3696.25,4178.0,4451.0,3700
DCL,C,15900,23844.69,25979.45,27260.15,23850
IDC,C,17600,25999.46,28779.0,30359.9,26000
DCM,A,6390,11324.24,12784.619999999999,13641.0,13650
IDJ,D,11350,16891.0,18717.14,19586.0,11350
DGC,A,77300,100726.38,109676.44,112596.7,112600
IDV,Not enough data,25000,35939.26,38830.78,40414.0,Not enough data
DGW,A,20900,44864.2,52310.24,57329.05,57300
INC,B,2450,4727.0,5359.0,5717.1,5360
DHA,A,27050,35441.18,37458.72,38620.0,38600
INN,B,18550,24488.28,26208.52,27091.2,26200
DHC,A,43650,59948.36,64254.9,66576.0,66600
ITQ,B,780,2080.59,2596.77,2942.0,2600
DHG,A,61300,76080.16,79716.0,81546.0,81500
DHM,B,9000,10766.15,11244.29,11450.15,11250
DIG,C,13200,20261.14,22271.0,23362.1,20250
DLG,D,520,1194.0,1419.0,1545.8500000000004,520
DMC,A,29700,39490.32,42006.0,43288.2,43300
DPG,B,13300,22872.0,25558.75,27181.25,25550
DPM,A,8700,16164.0,18504.0,19701.0,19700
DPR,A,38200,50124.02,53204.85,54836.0,54800
DQC,C,10650,15231.01,16392.02,17109.0,15250
DRC,A,15750,22990.68,24882.6,25851.0,25850
DRH,C,3810,6316.04,7031.12,7425.0,6320
KDM,A,960,2356.3,2862.95,3142.25,3140
DRL,A,39750,48144.32,49982.96,50942.6,50900
KHS,B,7410,13335.76,15084.14,16068.5,15100
DSN,A,28750,34575.47,35982.47,36690.0,36700
DTA,C,7540,10973.58,12102.0,12757.9,10950
KKC,A,7680,12705.6,14512.0,15548.2,15550
DTL,C,16850,23228.28,25464.77,26571.100000000002,23250
KLF,B,1110,1967.0,2272.0,2455.0,2270
DTT,B,8010,10160.11,10764.33,11052.55,10750
KMT,B,3730,5368.0,5921.15,6220.0,5920
DVP,A,28900,38922.0,41329.52,42805.1,42800
KSD,B,500,1183.0,1428.0,1579.0,1430
DXG,A,7010,11154.64,12296.46,12916.0,12900
KSQ,A,1690,2953.41,3451.46,3751.0,3750
DXS,A,8120,13124.0,14637.0,15487.1,15500
KST,A,17600,22790.67,24155.02,24830.0,24850
DXV,B,820,1758.0,2071.29,2241.0,2070
KTS,C,1920,4984.0,6208.0,7017.0,4980
EIB,C,12000,16724.0,18152.0,18841.15,16700
KTT,C,700,1827.56,2238.68,2495.0,1830
ELC,B,11050,15817.56,17273.56,17892.0,17250
KVC,C,1080,2418.33,2874.33,3124.55,2420
EMC,C,7460,11394.64,12374.92,12919.0,11400
L14,A,37700,55677.85,60464.0,63374.25,63400
EVE,B,4390,7939.0,9039.0,9619.0,9040
L18,C,12250,19109.57,21385.0,22708.800000000003,19100
L35,D,1660,2635.0,2910.0,3053.0,1660
EVG,A,2650,4810.2,5512.6,5951.0,5950
L40,C,10700,19178.86,21875.96,23226.0,19200
FCM,B,3600,4920.86,5298.0,5503.0,5300
FCN,C,3950,6682.46,7536.92,8063.1,6680
L43,C,360,1107.78,1406.34,1575.0,1110
FDC,B,2980,5677.31,6582.3099999999995,7074.85,6580
L61,C,1270,2571.87,2985.0,3212.0,2570
FIR,A,18750,25744.86,27547.0,28507.1,28500
L62,C,2300,3367.0,3654.0,3802.0,3370
LAS,B,7030,10840.82,12035.0,12719.6,12050
FIT,C,4160,7400.07,8382.0,8894.35,7400
LBE,C,5580,9767.14,10999.84,11665.0,9770
FLC,B,3920,5779.42,6511.21,6903.35,6510
FMC,B,24100,31386.1,33979.72,35299.4,34000
FPT,A,54300,70421.16,74655.2,76663.8,76700
FRT,B,12300,21490.07,24266.51,25876.95,24250
FTM,D,710,1417.63,1649.8899999999999,1788.0,710
LCS,D,280,904.46,1155.0,1299.3000000000002,280
LDP,C,3520,6460.0,7367.0,7846.3,6460
LHC,A,35550,51911.96,57047.69,59666.9,59700
LIG,C,3120,5203.43,5883.0,6254.0,5200
LM7,D,490,1344.0,1637.0,1801.0,490
GAB,B,166100,178509.92,181494.28,182902.6,181500
LUT,Not enough data,780,1788.01,2141.0299999999997,2338.0,Not enough data
GAS,A,46950,63687.44,67814.78,69957.9,70000
MAC,C,2360,4042.0,4534.0,4799.950000000001,4040
GDT,A,30500,40838.29,43495.64,44965.85,44950
MAS,C,12000,19531.56,22338.0,23859.8,19550
GEG,C,7200,11071.0,12069.0,12572.0,11050
MBG,A,3200,5647.04,6378.0,6811.0,6810
GEX,C,9120,13903.69,15248.14,15938.45,13900
GIL,A,29700,44522.08,48777.24,50848.25,50800
GMC,B,6790,11850.380000000001,13789.0,14835.0,13800
GMD,B,26300,36132.74,38856.76,40206.4,38850
GSP,B,6630,9652.0,10427.56,10889.6,10450
GTA,B,6290,9919.29,10888.29,11432.0,10900
GTN,A,7880,11493.64,12432.0,12974.0,12950
GVR,A,15550,22846.62,25310.96,26566.850000000002,26550
HAG,B,2160,3018.06,3302.18,3450.0,3300
HAH,A,14650,29182.25,33824.0,36284.0,36300
MCC,B,5560,7475.0,7962.0,8210.0,7960
HAI,B,840,1665.0,1932.0,2090.0,1930
MCF,B,2900,4582.0,5161.0,5466.0,5160
HAP,B,5100,7572.64,8520.88,9001.6,8520
MCO,C,370,983.0,1224.0,1385.0,980
HAR,B,1260,2283.0,2603.0,2787.65,2600
MDC,C,1600,3965.39,5048.0,5678.950000000001,3970
HAS,B,4280,6887.77,7572.3099999999995,7943.0,7570
MED,C,10600,18965.0,21196.0,22367.75,18950
HAX,A,7490,11966.25,13151.25,13901.0,13900
MEL,B,5790,9429.56,10427.0,11048.0,10450
MHL,D,380,1061.0,1338.0,1526.0,380
HBC,C,3450,6509.78,7477.0,7992.9,6510
MIM,D,2000,3789.0,4350.3099999999995,4646.85,2000
HCD,B,1630,3602.35,4244.0,4599.75,4240
MKV,C,16500,21641.53,22966.74,23776.5,21650
MST,C,6730,9888.48,10905.72,11489.5,9890
NAG,C,3880,5466.81,5898.0,6132.0,5470
NAP,A,2220,4610.28,5334.0,5718.0,5720
NBC,C,8560,13707.4,15309.64,16064.4,13700
NBP,A,4530,7144.54,7921.0,8324.900000000001,8320
NBW,A,1160,4454.099999999999,5820.9,6636.0,6640
NDN,A,8710,13015.65,14115.0,14800.0,14800
NDX,B,2910,4688.51,5122.53,5378.0,5120
NET,A,33700,45263.64,47937.56,49349.2,49350
NFC,A,5980,7890.76,8437.21,8680.0,8680
NHC,A,11050,17995.8,19848.08,20801.4,20800
HDB,C,7500,12547.83,14009.49,14780.0,12550
NRC,B,6470,10519.12,11665.4,12307.0,11650
HDC,B,30750,43988.07,47886.91,49637.45,47900
NSH,C,4800,8120.94,9364.64,10074.7,8120
HDG,C,25950,37150.45,40331.75,41888.25,37150
NST,B,2000,3541.0,4002.0,4249.0,4000
HHP,B,3670,6183.0,6929.0,7348.35,6930
NTH,A,17000,24365.85,26170.0,27126.0,27150
HHS,A,1890,3055.24,3474.0,3706.2000000000003,3710
NTP,B,28600,37920.16,40204.24,41342.8,40200
NVB,C,12300,18510.92,20456.52,21272.4,18500
HID,C,1160,2542.0,2981.73,3227.0,2540
OCH,C,890,2274.06,2785.0,3094.0,2270
HII,B,6670,10507.25,11502.75,11997.25,11500
ONE,C,3050,4635.71,5065.0,5320.55,4640
HMC,A,15000,20402.05,22057.3,22909.25,22900
HNG,D,2350,3757.83,4150.0,4359.15,2350
PBP,B,2500,4931.0,5692.0,6104.8,5690
PCE,A,6050,9698.64,10921.46,11490.1,11500
HOT,B,7270,13290.8,15609.4,16876.0,15600
PCG,B,1860,3775.1800000000003,4343.0,4659.0,4340
HPG,A,22800,33019.65,35830.25,37353.5,37350
PCT,A,2070,3473.0,3947.0,4203.0,4200
HPX,C,12300,19065.11,20945.33,21935.55,19050
PDB,B,4130,6702.0,7380.95,7746.75,7380
HQC,C,580,1298.15,1544.0,1675.0,1300
PDC,D,600,1516.0,1857.0,2067.0,600
PEN,C,2840,4348.0,4834.0,5067.0,4350
HRC,C,7100,19402.98,23772.14,26272.6,19400
PGN,B,6620,10429.71,11458.13,12098.55,11450
HSG,A,21400,30758.6,33482.52,34845.8,34850
PGS,C,10500,15371.15,16653.69,17425.0,15350
HSL,B,1420,2930.0,3416.0,3675.0,3420
PGT,A,2400,5231.0,6157.349999999999,6706.25,6710
HT1,B,11300,15286.24,16505.6,17133.4,16500
PHN,A,11050,19526.8,21892.0,23186.0,23200
HTI,B,8890,11814.0,12656.17,13051.9,12650
PHP,A,12000,18697.34,20602.1,21595.7,21600
PIA,A,10550,15867.23,17345.69,18109.15,18100
HTL,B,7100,11085.08,12334.08,13021.0,12350
PIC,A,3060,5277.92,5939.0,6285.6,6290
HTN,B,16900,26755.37,29406.04,31082.7,29400
PJC,B,6110,9866.94,11216.0,11945.85,11200
HTV,A,6950,10196.86,11000.58,11423.3,11400
PLC,B,15000,24266.4,26829.1,28205.75,26850
PMB,A,4570,7113.56,7964.0,8417.8,8420
HU1,B,3320,5288.09,5991.0,6373.45,5990
PMC,A,26650,38706.96,41929.88,43606.700000000004,43600
HU3,C,2560,4163.0,4567.0,4792.0,4160
PMP,C,5650,8130.89,8898.89,9293.0,8130
HUB,A,8870,13898.5,15314.2,16054.0,16050
PMS,A,6540,11464.2,12842.0,13603.75,13600
HVH,B,4170,6009.81,6640.0,6966.0,6640
POT,D,4920,7820.36,8648.16,9082.0,4920
HVN,C,12250,17283.88,18579.91,19308.0,17300
PPE,A,1540,3781.0,4801.0,5400.15,5400
HVX,B,2050,3771.09,4270.0,4542.0,4270
PPP,A,4840,8001.0,8949.4,9492.0,9490
IBC,Not enough data,15000,17401.0,18046.16,18380.6,Not enough data
PPS,B,5920,8108.98,8693.0,9007.9,8690
ICT,C,10150,14809.85,16071.0,16733.85,14800
PPY,A,2700,5381.26,6235.0,6697.0,6700
IDI,B,1770,3133.2,3567.0,3838.0,3570
PRC,C,10100,14319.44,15522.76,16079.4,14300
IJC,B,10450,16118.0,17997.6,18929.0,18000
ILB,C,15250,21586.47,23578.0,24569.2,21600
IMP,A,40150,52273.16,55216.55,56965.7,57000
ITA,B,1580,3007.0,3460.0,3701.0,3460
ITC,Not enough data,6520,9334.6,10084.0,10488.0,Not enough data
ITD,C,9050,13023.0,14257.0,14904.05,13000
JVC,Not enough data,1540,2856.0,3253.0,3488.0,Not enough data
KBC,B,9740,18225.44,20898.0,22322.2,20900
KDC,B,40700,48450.05,50378.23,51290.05,50400
KDH,A,23850,30097.16,31992.920000000002,33048.2,33050
KHG,A,1630,4209.0,5179.0,5717.85,5720
KHP,C,3610,4848.81,5168.0,5331.0,4850
PSC,C,7130,10905.8,11870.08,12418.0,10900
KMR,B,1870,3566.9500000000003,4105.0,4425.0,4100
PSD,A,12000,18511.72,20464.0,21369.6,21350
KOS,B,13800,19726.24,21324.0,22139.55,21300
PSE,A,3790,6942.0,7871.21,8391.0,8390
KPF,B,4350,7805.21,8850.63,9410.0,8850
KSB,B,11350,18548.0,20623.54,21710.9,20600
L10,C,4020,7768.24,8963.58,9585.0,7770
LAF,B,1460,4107.0,5174.139999999999,5754.0,5170
LBM,A,29100,42698.7,46083.35,48277.75,48300
LCG,C,4410,7924.85,9064.55,9773.25,7920
LCM,C,950,1693.27,1920.0,2043.0,1690
LDG,B,2540,4037.0,4417.0,4623.950000000001,4420
LEC,C,2490,5014.65,5890.0,6443.3,5010
PSW,A,3610,5525.57,6228.42,6598.85,6600
LGC,C,8830,19343.88,22959.58,24932.2,19350
PTD,B,12400,15353.57,16094.42,16456.85,16100
LGL,C,1860,3339.0,3807.95,4080.0,3340
LHG,A,20400,30934.32,33691.96,35059.6,35050
LIX,B,32250,40932.96,43098.64,44191.6,43100
LM8,C,4200,6191.0,6754.0,7086.0,6190
LPB,C,9760,14313.5,15620.25,16309.75,14300
LSS,B,5280,8121.95,9084.14,9593.95,9080
MBB,A,9640,15439.56,17009.51,17939.95,17950
MCG,C,730,1405.0,1620.0,1743.0,1400
MCP,B,7300,12852.07,14294.0,15079.45,14300
MDG,C,4330,6956.0,7699.08,8087.8,6960
MHC,A,3630,6013.38,6796.38,7214.0,7210
PTS,C,4590,6944.98,7705.0,8047.8,6940
PV2,B,1120,2035.0,2302.45,2464.0,2300
PVB,C,4350,7502.0,8317.0,8796.35,7500
PVC,C,3710,5915.48,6652.0,6981.0,5920
PVG,B,5920,8504.46,9183.0,9584.65,9180
MSB,A,13550,19585.55,21033.62,21839.2,21850
MSH,A,51500,63454.68,66668.8,68564.2,68600
MSN,B,77200,101020.8,108872.0,113107.0,108900
MWG,A,40200,65686.39,73002.69,76897.85,76900
NAF,B,15400,21091.0,22479.73,23301.55,22500
NAV,A,3390,6649.61,7762.0,8463.0,8460
PVL,B,780,1732.66,2057.49,2223.0,2060
NBB,B,13550,20990.07,23023.38,24132.5,23000
PVS,B,9660,15763.32,17594.37,18536.0,17600
NCT,A,58900,67875.76,69896.14,71022.0,71000
QHD,A,2260,7773.08,9994.0,11321.6,11300
QST,C,8690,10880.89,11410.0,11721.45,10900
NHA,C,6470,11962.12,13868.0,14922.2,11950
QTC,C,5280,8493.0,9321.75,9779.0,8490
NHH,C,10050,17525.48,19794.32,20987.2,17550
RCL,B,7100,9963.43,10718.0,11107.15,10700
NKG,A,20700,29763.34,32109.9,33546.35,33550
S55,C,12550,19764.16,22039.12,23195.2,19750
NLG,B,22600,30605.25,32671.75,33746.0,32650
S99,C,4550,8346.15,9526.0,10156.0,8350
NNC,A,11400,16164.0,17398.0,18063.0,18050
SAF,A,14650,26319.04,29577.34,31238.5,31250
NSC,B,44250,57235.35,60501.0,62175.25,60500
SCI,B,8610,15419.0,17523.0,18629.0,17500
NT2,A,11650,14873.07,15651.21,16083.35,16100
NTL,A,16400,23540.04,25543.079999999998,26480.6,26500
SD2,C,1550,2964.49,3411.0,3651.4500000000003,2960
NVL,B,46950,66886.36,71943.48,75072.2,71900
SD4,D,760,1699.0,2041.0,2263.3500000000004,760
NVT,D,3540,5455.02,6108.0599999999995,6459.0,3540
SD5,C,5190,7281.91,7924.0,8251.55,7280
OCB,A,8360,13032.78,14310.56,15033.0,15050
SD6,C,1520,2490.0,2795.62,2970.0,2490
OGC,B,2070,3313.93,3687.0,3913.65,3690
SD9,C,3990,5665.72,6181.08,6453.0,5670
OPC,C,25250,34686.66,37761.59,39350.25,34700
SDA,B,1000,2284.0,2754.0,3063.0,2750
PAC,B,20200,27209.74,28924.0,29972.3,28900
SDC,C,2260,3917.0,4402.63,4660.05,3920
PAN,B,10050,16308.0,17940.0,18829.55,17950
SDN,B,10850,20074.15,22666.96,24094.45,22650
PC1,C,16400,23666.72,25570.739999999998,26711.25,23650
SDT,C,1900,3153.26,3529.89,3746.0,3150
PDN,A,40100,58189.07,62621.23,64957.15,65000
SDU,C,3220,4950.0,5497.15,5784.0,4950
PDR,B,40600,54219.53,58459.03,60487.95,58500
SEB,A,12100,21052.16,23466.12,24818.6,24800
SED,C,12100,15389.28,16394.84,16898.6,15400
PET,A,6250,11528.0,13273.0,14360.65,14350
SFN,A,5620,10954.27,12470.0,13305.0,13300
PGC,C,11350,15945.09,17101.27,17765.45,15950
SGC,B,22800,40210.35,44834.35,47415.25,44850
PGD,A,12900,19560.0,21177.88,22069.0,22050
SGD,C,3100,5157.0,5758.85,6074.0,5160
SGH,A,11450,19148.01,21406.01,22582.35,22600
SHB,C,9560,15587.37,17230.33,18112.0,15600
SHE,C,5520,8421.22,9224.83,9643.0,8420
SHN,C,5030,8512.28,9492.88,10073.0,8510
PHC,C,7960,11844.57,12926.71,13467.550000000001,11850
PHR,A,24400,34881.0,37305.0,38601.75,38600
PIT,C,1080,2290.0,2689.0,2905.0,2290
PJT,C,5200,7476.53,8085.59,8406.0,7480
PLP,D,2410,5390.84,6340.0,6852.0,2410
SIC,C,1490,4179.48,5212.0,5828.200000000001,4180
PLX,A,26400,35291.76,37335.14,38428.9,38450
SJ1,D,3840,7268.0,8339.32,8903.0,3840
PME,A,46300,59906.96,62989.0,64609.0,64600
SJE,C,8130,11943.32,12849.0,13341.0,11950
PMG,C,5510,9191.04,10186.56,10695.0,9190
SLS,B,76200,111084.74,120861.07,125739.75,120900
PNC,C,3580,5462.35,5989.0,6261.0,5460
SMN,B,6640,8446.3,9059.0,9383.0,9060
PNJ,A,49050,66265.0,70452.3,72581.0,72600
SMT,C,5920,12689.08,15277.619999999999,16729.85,12700
POM,C,4180,7591.36,8592.08,9180.0,7590
SPI,A,3100,5911.66,6943.0,7463.05,7460
POW,B,5260,7392.0,7985.57,8304.95,7990
SRA,A,3560,5380.0,5883.0,6142.200000000001,6140
PPC,A,11550,15989.36,17050.52,17599.0,17600
SSM,B,900,2082.73,2499.0,2756.0,2500
PSH,C,6600,9560.3,10534.0,11050.0,9560
STC,A,6640,10526.8,11798.4,12471.0,12450
PTB,B,61000,78489.99,83235.79,85339.4,83200
STP,B,2750,4788.52,5372.5599999999995,5690.6,5370
PTC,Not enough data,1560,3364.68,4009.0,4422.4,Not enough data
SVN,B,900,1989.0,2346.0,2545.0,2350
PTL,B,1270,2747.0,3250.0,3522.8,3250
SZB,A,19750,24572.96,25995.76,26718.6,26700
PVD,B,7950,12155.73,13261.0,13957.65,13250
TA9,C,6510,8775.0,9333.32,9671.0,8780
PVT,A,10450,15428.11,16817.48,17583.0,17600
TAR,B,9930,14053.45,15239.67,15897.45,15250
PXI,C,710,1357.0,1572.0,1707.0,1360
