Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
BAB,8620,13350,14650,15450,C,13350
ACB,14100,20600,22350,23250,A,23250
NVB,14000,21650,23950,25050,C,21650
BID,13900,20850,22750,23750,A,23750
SHB,6410,11000,12350,13050,C,11000
CTG,12600,19400,21300,22300,B,21300
AAV,8310,13250,14900,15700,B,14900
EIB,8920,15950,18050,19150,C,15950
ACM,610,1370,1620,1770,D,610
HDB,11300,17450,19150,20050,C,17450
ADC,1320,4500,5840,6620,B,5840
LPB,5510,9990,11350,12100,C,9990
ALT,1900,5300,6640,7390,B,6640
MBB,9560,15400,17050,17950,A,17950
AMC,5220,10600,12200,13100,B,12200
MSB,11100,16700,18150,19000,A,19000
AME,4460,7510,8570,9050,C,7510
OCB,11000,16600,18000,18900,A,18900
AMV,4580,7520,8380,8820,A,8820
SSB,22100,30750,33050,34350,C,30750
API,9010,21750,26350,28950,C,21750
STB,7840,14400,16450,17550,C,14400
TCB,24050,33850,36350,37700,A,37700
APP,860,2690,3390,3810,B,3390
TPB,15600,24150,26500,27800,A,27800
ARM,19500,29150,31850,33200,C,29150
VCB,30200,44800,48700,50800,A,50800
ASG,15500,19750,20900,21500,B,20900
VIB,16800,26550,29300,30800,C,26550
ATS,18400,22500,23500,24000,B,23500
VPB,7910,15050,17350,18550,A,18550
BAX,32900,44650,48350,50300,A,50300
AAA,4890,9150,10450,11150,B,10450
BBS,4530,7330,8200,8700,D,4530
AAM,2700,5200,5980,6400,B,5980
BCC,3410,7920,9470,10350,B,9470
AAT,6680,10350,11350,11950,A,11950
BCF,17100,24350,26300,27250,A,27250
ABS,6740,12900,14600,15600,B,14600
BDB,3050,5870,6680,7120,B,6680
ABT,15700,23100,25000,25950,B,25000
BED,20250,28850,31400,32650,A,32650
ACC,20250,27350,29400,30250,C,27350
BII,2660,5200,6190,6780,A,6780
ACL,7800,11300,12250,12750,B,12250
BKC,1380,3240,3890,4240,D,1380
ADG,23000,31500,33650,34800,B,33650
BLF,3420,4880,5280,5500,D,3420
ADS,16750,23800,25850,26900,C,23800
BNA,15200,23550,25800,27200,B,25800
AGG,30950,39800,42050,43200,B,42050
BPC,3270,5890,6680,7110,B,6680
BSC,10600,14900,16100,16700,Not enough data,10600
AGM,5270,12000,14300,15550,B,14300
BST,2030,5480,6780,7570,B,6780
AMD,2690,4780,5380,5690,B,5380
BTS,1630,3710,4440,4870,B,4440
ANV,7380,14550,16850,18050,C,14550
BTW,10750,18800,21000,22200,A,22200
APC,12350,17450,19050,19900,B,19050
BXH,8880,12050,12800,13300,B,12800
APH,10050,16900,18850,19900,B,18850
C69,5540,8950,10050,10650,Not enough data,5540
ASM,5300,9890,11400,12350,B,11400
C92,1000,2500,3040,3340,C,2500
ASP,5690,8230,8980,9400,C,8230
CAG,3330,7490,8860,9700,A,9700
AST,27650,36350,38500,39700,C,36350
CAN,12700,24850,28600,30650,B,28600
BBC,19100,33400,37100,39100,B,37100
CAP,57600,68500,71700,73500,B,71700
BCE,4380,8300,9510,10150,B,9510
CDN,10550,15800,17600,18500,Not enough data,10550
BCG,7550,12650,14150,14950,B,14150
CEO,8670,23250,28650,31750,D,8670
BCM,30150,41950,45600,47400,B,45600
CET,970,2470,3000,3340,B,3000
BFC,7690,14500,16550,17650,B,16550
CIA,5190,8080,8900,9320,Not enough data,5190
BHN,27450,37200,40300,41950,A,41950
CJC,4460,7320,8130,8560,D,4460
BKG,3330,5960,6740,7160,B,6740
CKV,8140,11300,12250,12700,A,12700
BMC,4650,9710,11350,12250,A,12250
CLH,14600,19300,20450,21150,A,21150
BMP,32850,41950,44250,45350,A,45350
CLM,6710,13200,15000,16050,B,15000
BRC,7970,10700,11650,12150,B,11650
CMC,1450,3820,4740,5240,C,3820
BTP,8040,11400,12300,12800,B,12300
BTT,19850,28600,30900,32150,A,32150
CMS,2620,8190,10400,11650,C,8190
BWE,21400,29100,31050,32150,C,29100
CPC,7240,12450,13900,14650,B,13900
C32,16800,22350,24150,25100,B,24150
CSC,53100,79100,86300,90700,C,79100
C47,6230,11550,13150,14050,C,11550
CTB,9420,15000,16450,17200,C,15000
CAV,30750,40550,43050,44300,B,43050
CTC,940,2540,3140,3470,C,2540
CCI,4380,8840,10400,11350,A,11350
CTP,1050,2710,3320,3660,B,3320
CCL,3050,6590,7760,8400,B,7760
CTT,5840,8460,9220,9610,C,8460
CDC,7550,11100,11950,12400,C,11100
CTX,3880,6340,7030,7420,C,6340
CEE,3150,6660,7810,8430,C,6660
CVN,4160,6520,7200,7600,A,7600
CHP,15250,18300,19000,19400,C,18300
CX8,2870,4530,5000,5240,C,4530
CIG,3970,6940,7900,8490,D,3970
D11,13050,19400,21700,22900,Not enough data,13050
CII,12500,23300,26600,28350,C,23300
DAD,9940,15500,17000,17900,A,17900
DAE,7520,12100,13550,14300,A,14300
CKG,8380,15400,17700,19150,C,15400
DC2,4420,7480,8330,8870,C,7480
CLC,18150,25200,27000,27900,A,27900
DDG,21900,25600,26550,26950,C,25600
CLL,16000,22000,23550,24350,A,24350
DHP,6870,9190,9750,10100,A,10100
CLW,10100,16500,18150,19100,A,19100
DHT,30400,35550,36750,37350,B,36750
CMG,30650,41600,45000,46500,B,45000
DIH,6540,16250,19700,21850,C,16250
CMV,3250,6060,6950,7420,A,7420
DL1,1200,3540,4450,4970,B,4450
CMX,4590,8460,9740,10550,B,9740
DNC,12850,26650,30850,33050,A,33050
CNG,9410,15450,17300,18450,A,18450
DNM,13800,22400,24950,26250,C,22400
COM,7320,15200,17750,19300,A,19300
DNP,6390,10350,11500,12200,C,10350
CRC,1990,4330,5070,5480,D,1990
DP3,51700,72200,78400,81700,A,81700
CRE,10900,19750,22400,23850,A,23850
DPC,2600,6930,8540,9540,A,9540
CSM,8660,12050,12950,13500,C,12050
DS3,3640,5420,6030,6340,A,6340
CSV,11050,19400,21900,23350,A,23350
DST,1110,3210,4020,4480,B,4020
CTD,49550,68700,74000,76800,A,76800
DTD,16150,27400,30550,32250,A,32250
CTF,14300,17000,17650,17950,B,17650
DTK,5380,8960,9890,10400,Not enough data,5380
CTI,6590,12200,13900,14800,C,12200
DVG,5380,10700,12300,13350,B,12300
CVT,18350,27150,29550,30800,B,29550
DXP,7370,11800,13150,13850,A,13850
D2D,25950,38200,41150,42750,A,42750
DZM,1530,3190,3860,4230,D,1530
DAG,4320,7480,8460,9020,D,4320
EBS,6350,8180,8610,8870,B,8610
DAH,3070,5770,6610,7020,C,5770
ECI,6400,10900,12150,12800,A,12800
DAT,4050,8710,10250,11100,B,10250
EID,12850,17450,18550,19250,A,19250
DBC,28900,44350,48300,50400,B,48300
FID,2470,4130,4780,5150,A,5150
DBD,29500,37300,39300,40350,A,40350
GDW,1640,5210,6660,7500,A,7500
DBT,5450,8480,9370,9910,C,8480
GIC,9520,13500,14700,15300,A,15300
DC4,11650,16100,17550,18250,B,17550
GKM,22550,32800,35600,37250,B,35600
DCL,10500,18250,20550,21900,C,18250
GLT,10150,16600,18350,19400,A,19400
DCM,7990,15500,17850,19100,A,19100
GMA,34650,44450,46900,48200,B,46900
DGC,74700,104700,113500,118200,A,118200
GMX,6390,10850,12050,12650,B,12050
DGW,20950,46000,54300,59100,A,59100
HAD,7360,10400,11200,11600,A,11600
DHA,30850,40650,43100,44400,A,44400
HAT,8750,13450,14750,15450,B,14750
DHC,41400,57900,61900,64500,A,64500
HCC,6650,8770,9340,9630,B,9340
DHG,61800,80900,85800,88300,A,88300
HCT,2800,5460,6220,6620,A,6620
DHM,6550,8440,8920,9160,B,8920
HDA,15750,20750,21950,22700,B,21950
DIG,38400,62300,69500,73100,C,62300
HEV,1720,5760,7450,8430,B,7450
DLG,3040,5190,5840,6260,D,3040
HGM,13250,20050,22400,23650,A,23650
DMC,25450,34700,37050,38250,A,38250
HHC,18050,36700,42050,45050,D,18050
DPG,24000,41250,46250,49400,B,46250
HHG,2050,4210,4850,5240,C,4210
DPM,12300,22150,25150,26800,A,26800
HJS,10750,17450,19150,20000,A,20000
DPR,37000,49250,53000,54800,A,54800
HKT,1870,3430,3840,4070,B,3840
DQC,15750,22700,24600,25650,C,22700
HLC,2190,4540,5550,6110,D,2190
DRC,13500,20450,22300,23250,A,23250
HLD,16950,24100,26400,27600,B,26400
DRH,9060,16550,18700,19850,C,16550
HMH,7590,11150,12050,12650,A,12650
DRL,39950,48550,51200,52600,A,52600
HOM,2940,4800,5430,5760,C,4800
DSN,30400,36800,38750,39700,A,39700
HPM,5840,7490,7890,8100,B,7890
HTC,14050,20250,21900,22750,A,22750
DTA,4900,9200,10650,11550,C,9200
HTP,3050,9280,11750,13150,C,9280
DTL,32500,39800,42100,43050,C,39800
DTT,10400,13200,13900,14300,B,13900
HUT,2560,6290,7620,8350,C,6290
HVT,23600,34250,37700,39300,B,37700
DVP,31450,41900,44400,45850,A,45850
ICG,5250,8640,9620,10200,C,8640
DXG,7120,14250,16500,17700,A,17700
IDC,11600,25450,30200,32800,C,25450
DXS,8520,15850,18150,19400,A,19400
IDJ,16700,25150,28450,30250,C,25150
DXV,1460,3190,3760,4080,B,3760
IDV,29200,42900,46450,48500,Not enough data,29200
E1VFVN30,15750,19750,20650,21250,Not enough data,15750
INC,2630,5180,5900,6310,B,5900
ELC,6290,11600,13200,14050,B,13200
INN,19050,26400,28200,29150,B,28200
EMC,6070,10000,11050,11600,C,10000
ITQ,810,2390,3000,3350,B,3000
EVE,7280,10600,11600,12100,B,11600
KDM,1180,2980,3620,3980,A,3980
EVG,7990,12600,14250,15100,A,15100
KHS,2950,7290,9130,10200,B,9130
FCM,3060,5720,6540,6970,B,6540
FCN,6520,12850,14850,15900,C,12850
KKC,2960,7730,9510,10500,A,10500
FDC,3440,6320,7410,8010,B,7410
KLF,670,2020,2550,2850,B,2550
FIR,25200,30250,31850,32750,A,32750
KMT,3390,5810,6450,6800,B,6450
FIT,3610,7140,8190,8740,A,8740
KSD,900,2260,2750,3020,B,2750
FLC,6450,11100,12350,13100,B,12350
KSF,23250,41300,46450,49800,Not enough data,23250
FMC,23700,34850,37700,39250,B,37700
KSQ,2160,3850,4500,4920,A,4920
FPT,50600,66800,70800,73100,A,73100
KST,10750,16700,18300,19150,A,19150
FRT,21150,40200,46100,49250,B,46100
KTS,2640,6630,8070,8870,C,6630
FTM,2310,4230,4820,5150,D,2310
KTT,1540,4170,5250,5970,C,4170
FUCTVGF2,6010,9580,10500,11000,Not enough data,6010
KVC,1510,3300,3910,4250,C,3300
FUCVREIT,3260,5580,6350,6780,Not enough data,3260
L14,47000,106300,127600,138800,A,138800
FUEMAV30,10500,13400,14100,14500,Not enough data,10500
L18,6020,17250,21350,23800,C,17250
FUESSV30,8360,12250,13200,13750,Not enough data,8360
L35,1600,3080,3490,3730,D,1600
FUESSV50,14850,18250,19050,19500,Not enough data,14850
L40,8510,15600,17700,19000,C,15600
FUESSVFL,11400,15550,16550,17100,Not enough data,11400
L43,650,1820,2260,2520,C,1820
FUEVFVND,17900,21950,22950,23500,Not enough data,17900
L61,550,1830,2360,2670,C,1830
