Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
ACB,13450,19850,21550,22450,A,22450
NVB,11350,17450,19300,20100,C,17450
BID,19850,27350,29300,30300,A,30300
CTG,11950,18400,20250,21150,B,20250
SHB,6920,11750,13150,13900,C,11750
EIB,11550,16550,18050,18800,C,16550
AAV,9820,15100,16800,17750,B,16800
HDB,12250,18450,20150,21050,C,18450
ACM,520,1250,1500,1640,D,520
LPB,8600,13200,14400,15100,C,13200
ADC,1340,4610,5990,6800,B,5990
MBB,9720,15550,17200,18100,A,18100
ALT,1830,4960,6170,6850,B,6170
MSB,9860,14900,16250,17050,A,17050
AMC,5720,11400,13100,14050,B,13100
OCB,10950,16550,18000,18900,A,18900
AME,3480,5740,6490,6890,C,5740
SSB,18150,25650,27850,28900,C,25650
AMV,4870,7790,8620,9050,A,9050
STB,6920,12550,14300,15250,C,12550
API,10100,24700,30050,33000,C,24700
TCB,24650,34400,36950,38250,A,38250
APP,790,2680,3410,3840,B,3410
TPB,21950,31450,33950,35200,A,35200
ARM,18500,28250,30950,32350,C,28250
VCB,48500,67000,71400,73600,A,73600
ASG,15600,20350,21500,22150,B,21500
VIB,15100,23800,26200,27500,C,23800
ATS,20800,25750,26900,27600,B,26900
VPB,8270,15650,17950,19200,A,19200
BAX,32450,45550,49500,51600,A,51600
AAA,6430,9990,10900,11400,B,10900
BBS,4360,6620,7440,7860,D,4360
AAM,2550,5040,5830,6250,B,5830
BCC,3630,8500,10200,11100,B,10200
AAT,7620,11750,12900,13500,A,13500
BCF,17250,24750,26750,27800,A,27800
ABS,6440,12100,13650,14550,B,13650
BDB,3300,6170,6990,7410,B,6990
ABT,14450,21150,22750,23650,B,22750
BED,20250,28850,31400,32650,A,32650
ACC,13000,17400,18800,19450,C,17400
BII,2840,6010,7110,7740,A,7740
ACL,7130,10350,11250,11700,B,11250
BKC,990,2480,3010,3310,D,990
ADG,22350,30500,32600,33650,B,32600
BLF,2340,3360,3620,3770,D,2340
ADS,16300,23350,25400,26400,C,23350
BNA,18350,27700,30400,31800,B,30400
AGG,24650,32050,33850,34950,B,33850
BPC,4140,7120,8000,8490,B,8000
AGM,5380,12600,15000,16400,B,15000
BSC,8060,11250,12050,12500,Not enough data,8060
AMD,1010,2260,2690,2920,B,2690
BST,3530,7260,8360,8950,B,8360
ANV,7120,14150,16350,17550,C,14150
BTS,1660,3790,4540,4990,B,4540
APC,6680,12050,13650,14500,B,13650
BTW,8300,15750,17800,18950,A,18950
APH,9520,16050,17950,19000,B,17950
BXH,12100,14650,15300,15600,B,15300
ASM,3900,7940,9230,9930,B,9230
C69,7520,12200,13650,14400,Not enough data,7520
ASP,6010,8480,9300,9670,C,8480
C92,870,2300,2830,3130,C,2300
AST,28800,37450,39600,40750,C,37450
CAG,3400,7860,9440,10300,A,10300
CAN,11950,23450,27050,29050,B,27050
BBC,24900,37000,41400,43650,B,41400
CAP,59900,70500,74000,75600,B,74000
BCE,4550,7620,8740,9350,B,8740
CDN,11050,16300,18150,19100,Not enough data,11050
BCG,6060,11850,13650,14650,B,13650
CEO,5960,12800,15650,17300,D,5960
BCM,22700,30650,33250,34650,B,33250
CET,940,2570,3180,3530,B,3180
BFC,8360,15700,17950,19100,B,17950
CIA,5120,7950,8750,9160,Not enough data,5120
BHN,26900,36800,39850,41450,A,41450
CJC,5020,8110,8980,9440,D,5020
BKG,3280,5720,6470,6860,B,6470
CKV,5420,8180,8930,9320,A,9320
BMC,9830,14500,16400,17400,A,17400
CLH,15750,20500,21700,22350,A,22350
BMP,32050,41700,43900,45050,A,45050
CLM,6760,13350,15250,16300,B,15250
BRC,7680,10700,11550,12000,B,11550
CMC,1770,4450,5410,5950,C,4450
BTP,7580,10850,11700,12100,B,11700
BTT,20400,29300,31450,32550,A,32550
CMS,2410,7190,9010,10050,C,7190
BWE,22800,31050,33100,34350,C,31050
CPC,8510,14200,15800,16650,B,15800
C32,15550,20800,22400,23200,B,22400
CSC,56500,82700,89600,93500,C,82700
C47,5460,10200,11650,12400,C,10200
CTB,11500,16300,17800,18550,C,16300
CAV,31650,41550,44050,45350,B,44050
CTC,840,2220,2740,3030,C,2220
CCI,4040,8940,10600,11500,A,11500
CTP,1050,2720,3330,3670,B,3330
CCL,2900,6200,7290,7880,B,7290
CTT,4460,7240,7980,8350,C,7240
CDC,5300,8490,9390,9860,C,8490
CTX,3490,5880,6550,6950,C,5880
CEE,2600,5440,6380,6900,C,5440
CVN,4330,6730,7410,7810,A,7810
CHP,14050,17100,17800,18200,C,17100
CX8,3370,5170,5680,5960,C,5170
CIG,4030,6940,7840,8390,D,4030
D11,13250,20050,22450,23750,Not enough data,13250
CII,6900,12400,14100,14950,C,12400
DAD,8960,14350,15800,16700,A,16700
CKG,8530,16450,18900,20250,C,16450
DAE,7890,12550,14050,14800,A,14800
CLC,18250,25500,27300,28200,A,28200
DC2,4240,7320,8200,8730,C,7320
CLL,16500,22450,24100,24950,A,24950
DDG,21750,25300,26200,26650,C,25300
CLW,11250,18400,20300,21300,A,21300
DHP,6790,9090,9660,10000,A,10000
CMG,30700,41400,44700,46250,B,44700
DHT,31250,36500,37700,38350,B,37700
CMV,4050,7430,8470,9020,A,9020
DIH,4930,14100,17600,19600,C,14100
CMX,4580,8830,10150,10850,B,10150
DL1,1070,3130,3940,4400,B,3940
CNG,8680,14850,16650,17600,A,17600
DNC,13500,28450,33150,35600,A,35600
COM,11800,20700,23000,24350,A,24350
DNM,11700,19600,21900,23100,C,19600
DNP,6380,10200,11350,11950,C,10200
CRC,2170,4700,5490,5930,D,2170
DP3,50700,70100,76300,79500,A,79500
CRE,8380,15700,18000,19200,A,19200
DPC,2810,6650,8200,9080,A,9080
CSM,9280,12750,13700,14200,C,12750
DS3,3400,5090,5660,5970,A,5970
CSV,12700,21850,24650,26300,A,26300
DST,700,2020,2540,2840,B,2540
CTD,35600,49400,53200,55200,A,55200
CTF,12900,16100,16900,17300,B,16900
DTD,15350,25100,27850,29350,A,29350
DTK,4310,7500,8400,8980,Not enough data,4310
CTI,5290,9730,11100,11800,C,9730
DVG,4730,9540,11050,11950,B,11050
CVT,21100,31150,33850,35250,B,33850
D2D,26000,38100,41150,42650,A,42650
DXP,7000,11300,12550,13250,A,13250
DZM,1410,3040,3670,4020,D,1410
DAG,4630,7560,8540,9060,D,4630
EBS,5720,7710,8200,8500,B,8200
DAH,2720,5070,5800,6170,C,5070
ECI,15900,22750,24650,25600,A,25600
DAT,4430,9490,11150,12050,B,11150
EID,12800,17200,18400,19000,A,19000
DBC,30750,46150,50400,52600,B,50400
FID,2040,4000,4620,4990,A,4990
DBD,33450,42400,44500,45700,A,45700
GDW,1860,5910,7560,8510,A,8510
DBT,5760,8990,9970,10500,C,8990
GIC,9050,13500,14700,15350,A,15350
DC4,10300,14750,16000,16650,B,16000
GKM,17500,25050,27250,28250,B,27250
DCL,10800,19000,21400,22800,C,19000
GLT,12050,19050,21350,22500,A,22500
DCM,8260,15850,18200,19450,A,19450
GMA,33100,44000,46700,48400,B,46700
DGC,77600,107500,116500,120900,A,120900
GMX,7080,11950,13250,14000,B,13250
DGW,21350,46250,54500,59400,A,59400
HAD,7620,10700,11550,11950,A,11950
DHA,27800,36650,38850,40000,A,40000
HAT,8990,13000,14050,14600,B,14050
DHC,43050,60400,64800,67400,A,67400
HCC,7420,9290,9870,10150,B,9870
DHG,67900,86100,90500,92800,A,92800
HCT,5210,8410,9580,10250,A,10250
DHM,7550,9530,9990,10250,B,9990
HDA,15450,20200,21400,22100,B,21400
DIG,22150,35950,40050,42350,C,35950
HEV,1340,4440,5730,6470,B,5730
DLG,2230,3850,4310,4590,D,2230
HGM,12600,20400,22450,23500,A,23500
DMC,26350,35250,37450,38650,A,38650
HHC,13950,29550,34150,36800,D,13950
DPG,27150,45450,50900,54000,B,50900
HHG,1820,3530,4100,4440,C,3530
DPM,12500,21350,24400,26000,A,26000
HJS,13650,19400,21350,22400,A,22400
DPR,41400,54900,59000,61000,A,61000
HKT,2160,3900,4380,4630,B,4380
DQC,11600,16750,18100,18900,C,16750
HLC,1960,4370,5260,5790,D,1960
DRC,14050,21200,23050,24050,A,24050
HLD,16900,24050,26300,27450,B,26300
DRH,6260,11150,12600,13300,C,11150
HMH,7300,10600,11450,11950,A,11950
DRL,42350,52400,55100,56400,A,56400
HOM,3330,5320,5990,6340,C,5320
DSN,28800,34600,36400,37300,A,37300
HPM,5680,7260,7660,7860,B,7660
DTA,4700,9560,11100,11950,C,9560
HTC,14150,20400,22050,22900,A,22900
DTL,20050,25900,27200,27950,C,25900
DTT,9170,11800,12550,12900,B,12550
