Ticker,Group          ,Breakeven Price,1% at Risk        ,3% at Risk        ,5% at Risk        ,Proposed Price
BCM   ,B              ,20700          ,28856.92          ,31048.0           ,32192.95          ,31050
CJC   ,D              ,6460           ,9530.0            ,10365.53          ,10797.0           ,6460
BFC   ,B              ,9000           ,15009.44          ,17109.15          ,18216.0           ,17100
CKV   ,A              ,4560           ,7424.04           ,8241.06           ,8674.1            ,8670
BHN   ,A              ,27000          ,38299.29          ,41460.87          ,43127.45          ,43150
CLH   ,A              ,15500          ,19696.42          ,20774.13          ,21319.55          ,21300
CLM   ,B              ,6460           ,11096.47          ,12338.0           ,13016.0           ,12350
BKG   ,B              ,4030           ,5963.0            ,6534.0            ,6845.0            ,6530
CMC   ,C              ,1950           ,3233.37           ,3726.0            ,3984.8500000000004,3230
BMC   ,A              ,6160           ,13374.78          ,15666.119999999999,16946.5           ,16950
BMP   ,A              ,28250          ,37617.0           ,39666.76          ,40840.3           ,40850
CMS   ,C              ,630            ,1579.67           ,1933.0            ,2125.0            ,1580
BRC   ,B              ,7290           ,10038.34          ,10836.01          ,11217.0           ,10850
CPC   ,B              ,8340           ,12017.08          ,13203.08          ,13811.8           ,13200
BTP   ,B              ,8240           ,11152.2           ,11899.6           ,12288.0           ,11900
CSC   ,C              ,28400          ,42076.64          ,46081.98          ,47921.6           ,42100
BTT   ,A              ,22850          ,32799.0           ,35290.48          ,36618.8           ,36600
CTB   ,C              ,11100          ,16806.3           ,18162.0           ,18915.0           ,16800
BWE   ,C              ,20750          ,28110.42          ,29918.66          ,31018.0           ,28100
CTC   ,C              ,1720           ,3401.82           ,3909.0            ,4184.1            ,3400
C32   ,B              ,16650          ,22780.56          ,24309.68          ,25075.8           ,24300
CTP   ,B              ,1780           ,3097.2            ,3539.0            ,3788.0            ,3540
C47   ,C              ,5560           ,8211.0            ,8900.0            ,9302.0            ,8210
CTT   ,C              ,5620           ,8044.27           ,8769.0            ,9150.7            ,8040
CAV   ,B              ,31300          ,40664.0           ,42939.55          ,44215.0           ,42950
CTX   ,C              ,2440           ,4087.7            ,4583.0            ,4854.5            ,4090
CCI   ,A              ,6690           ,10670.48          ,11893.0           ,12582.0           ,12600
CVN   ,A              ,3630           ,5360.0            ,5853.58           ,6121.0            ,6120
CX8   ,C              ,2900           ,4127.0            ,4465.0            ,4645.0            ,4130
CCL   ,B              ,2450           ,5519.81           ,6541.0            ,7106.05           ,6540
D11   ,Not enough data,10000          ,14526.61          ,16076.48          ,16928.35          ,Not enough data
CDC   ,C              ,4270           ,7091.18           ,7894.0            ,8322.9            ,7090
DAD   ,A              ,9410           ,14944.26          ,16444.13          ,17372.1           ,17350
CEE   ,C              ,2640           ,5318.68           ,6156.0            ,6656.0            ,5320
DAE   ,A              ,8500           ,13004.04          ,14167.0           ,14898.6           ,14900
CHP   ,C              ,12450          ,14949.62          ,15558.43          ,15863.0           ,14950
DC2   ,C              ,1190           ,3426.36           ,4337.0            ,4837.0            ,3430
CIG   ,D              ,2130           ,3913.0            ,4438.08           ,4754.0            ,2130
DDG   ,C              ,30100          ,33766.6           ,34676.4           ,35083.0           ,33750
CII   ,C              ,7740           ,10840.1           ,11703.3           ,12178.0           ,10850
DHP   ,A              ,6060           ,7854.64           ,8290.92           ,8535.0            ,8540
CKG   ,C              ,10450          ,15818.65          ,17259.9           ,17983.75          ,15800
DHT   ,B              ,31450          ,37128.56          ,38460.84          ,39135.0           ,38450
CLC   ,A              ,16350          ,23020.26          ,24689.0           ,25536.3           ,25550
DIH   ,C              ,3000           ,7893.83           ,9740.0            ,10866.15          ,7890
CLL   ,A              ,19300          ,25989.0           ,27831.61          ,28767.05          ,28750
DL1   ,B              ,1870           ,4117.0            ,4770.549999999999 ,5149.0            ,4770
CLW   ,A              ,10150          ,16291.14          ,17901.0           ,18770.0           ,18750
DNC   ,A              ,11300          ,24530.4           ,28595.0           ,30729.0           ,30750
CMG   ,B              ,33250          ,44810.35          ,47836.35          ,49438.0           ,47850
DNM   ,C              ,9220           ,16125.0           ,18170.0           ,19262.6           ,16100
CMV   ,A              ,3040           ,5784.0            ,6649.0            ,7112.0            ,7110
DNP   ,C              ,7100           ,11174.44          ,12338.32          ,12937.0           ,11150
DP3   ,A              ,47700          ,72715.0           ,79213.0           ,82729.0           ,82700
CMX   ,B              ,5070           ,7622.78           ,8360.17           ,8758.0            ,8360
DPC   ,A              ,2920           ,6822.59           ,8243.949999999999 ,9121.0            ,9120
CNG   ,A              ,18500          ,23997.0           ,25671.2           ,26598.0           ,26600
DS3   ,A              ,2760           ,4277.0            ,4769.21           ,5018.0            ,5020
COM   ,A              ,6720           ,14375.58          ,17235.48          ,18868.0           ,18850
DST   ,B              ,1180           ,2584.92           ,3016.0            ,3259.0            ,3020
CRC   ,D              ,2440           ,4993.42           ,5768.26           ,6199.1            ,2440
DTD   ,A              ,12750          ,20184.2           ,22402.6           ,23518.0           ,23500
CRE   ,A              ,7580           ,14045.3           ,16026.0           ,17105.6           ,17100
DVG   ,B              ,1920           ,4393.16           ,5253.32           ,5729.6            ,5250
CSM   ,C              ,8830           ,12304.0           ,13288.68          ,13784.0           ,12300
DXP   ,A              ,6910           ,11224.0           ,12395.63          ,13107.0           ,13100
CSV   ,A              ,34050          ,47260.66          ,50925.6           ,52651.0           ,52700
DZM   ,D              ,3340           ,5446.97           ,6170.99           ,6549.65           ,3340
CTD   ,A              ,29500          ,40734.24          ,44235.36          ,46075.2           ,46100
EBS   ,B              ,4550           ,6348.96           ,6814.0            ,7070.0            ,6810
CTF   ,B              ,11650          ,14670.880000000001,15419.32          ,15796.0           ,15400
ECI   ,A              ,27550          ,35658.76          ,37605.12          ,38758.6           ,38750
CTI   ,C              ,6660           ,9664.63           ,10461.0           ,10899.15          ,9660
EID   ,A              ,13100          ,17528.0           ,18755.0           ,19331.0           ,19350
CVT   ,B              ,8150           ,16263.0           ,18844.0           ,20225.5           ,18850
FID   ,A              ,1230           ,2787.76           ,3296.2799999999997,3616.8            ,3620
D2D   ,A              ,19100          ,29499.27          ,32398.81          ,33889.0           ,33900
GDW   ,A              ,4720           ,10302.91          ,12043.73          ,12982.55          ,13000
DAG   ,D              ,2840           ,4271.0            ,4619.0            ,4798.9            ,2840
GIC   ,A              ,7850           ,12877.82          ,14277.0           ,14995.0           ,15000
DAH   ,C              ,1880           ,3650.04           ,4349.12           ,4745.0            ,3650
GKM   ,B              ,13400          ,18852.66          ,20322.98          ,21116.0           ,20300
GLT   ,A              ,8260           ,15797.36          ,17942.77          ,19117.9           ,19100
DAT   ,B              ,4200           ,9566.0            ,11489.45          ,12556.75          ,11500
GMA   ,B              ,28900          ,41005.98          ,43874.81          ,45556.5           ,43850
DBC   ,B              ,27200          ,39739.96          ,43044.87          ,44899.8           ,43050
GMX   ,B              ,7180           ,11520.18          ,12687.0           ,13314.45          ,12700
DBD   ,A              ,27950          ,35506.12          ,37378.08          ,38327.6           ,38350
HAD   ,A              ,7650           ,10696.0           ,11600.0           ,12040.0           ,12050
DBT   ,C              ,5580           ,8458.08           ,9371.119999999999 ,9881.0            ,8460
HAT   ,B              ,7600           ,11306.0           ,12338.26          ,12863.1           ,12350
DC4   ,B              ,5950           ,8801.22           ,9581.0            ,9979.55           ,9580
HCC   ,B              ,5510           ,7705.0            ,8238.0            ,8520.0            ,8240
DCL   ,C              ,16100          ,24116.62          ,26273.559999999998,27558.7           ,24100
HCT   ,A              ,4040           ,6627.0            ,7620.0            ,8153.0            ,8150
DCM   ,A              ,11700          ,16098.75          ,17433.58          ,18197.850000000002,18200
HDA   ,B              ,13100          ,17318.22          ,18396.44          ,19052.7           ,18400
DGC   ,A              ,93500          ,119876.32         ,129872.94         ,134151.7          ,134200
DGW   ,A              ,21450          ,46034.33          ,53671.94          ,58819.7           ,58800
HEV   ,B              ,870            ,3224.3            ,4308.65           ,4922.75           ,4310
DHA   ,A              ,26900          ,35252.28          ,37312.28          ,38452.0           ,38450
HGM   ,A              ,18750          ,25130.72          ,26865.58          ,27724.0           ,27700
DHC   ,A              ,42600          ,58454.45          ,62601.85          ,64797.25          ,64800
HHC   ,D              ,15550          ,29738.48          ,34156.48          ,36549.7           ,15550
DHG   ,A              ,61000          ,75768.62          ,79390.31          ,81211.55          ,81200
HHG   ,C              ,960            ,2040.66           ,2391.0            ,2575.0            ,2040
DHM   ,B              ,8700           ,10501.0           ,10962.27          ,11174.9           ,10950
HJS   ,A              ,14050          ,19854.78          ,21735.1           ,22732.7           ,22750
DIG   ,C              ,12200          ,18905.46          ,20762.0           ,21857.15          ,18900
HKT   ,B              ,1710           ,3184.2            ,3584.0            ,3798.0            ,3580
DLG   ,D              ,630            ,1458.0            ,1733.04           ,1888.0            ,630
HLC   ,D              ,2230           ,5590.76           ,6824.0            ,7498.0            ,2230
DMC   ,A              ,29600          ,39446.23          ,41965.69          ,43261.15          ,43250
HLD   ,B              ,17700          ,24097.45          ,26038.0           ,27007.25          ,26050
DPG   ,B              ,14600          ,25133.25          ,28024.23          ,29878.0           ,28000
HMH   ,A              ,6340           ,9597.98           ,10477.94          ,11015.9           ,11000
DPM   ,A              ,8500           ,15791.35          ,18080.0           ,19249.75          ,19250
HOM   ,C              ,3180           ,5028.0            ,5660.79           ,5986.65           ,5030
DPR   ,A              ,37400          ,49301.12          ,52350.96          ,53951.4           ,54000
HPM   ,B              ,7280           ,8443.0            ,8710.0            ,8849.0            ,8710
DQC   ,C              ,10350          ,14857.61          ,15984.22          ,16678.0           ,14850
HTC   ,A              ,13900          ,20019.14          ,21645.42          ,22481.7           ,22500
DRC   ,A              ,15000          ,22015.88          ,23813.76          ,24734.8           ,24750
HTP   ,C              ,1720           ,5866.5199999999995,7643.76           ,8669.6            ,5870
DRH   ,C              ,4820           ,7910.51           ,8757.0            ,9295.0            ,7910
HUT   ,C              ,1370           ,3273.0            ,3958.0            ,4336.0            ,3270
DRL   ,A              ,40050          ,48389.95          ,50207.16          ,51153.0           ,51200
HVT   ,B              ,16650          ,25484.28          ,27905.46          ,29251.2           ,27900
DSN   ,A              ,29300          ,35142.68          ,36575.72          ,37282.0           ,37300
ICG   ,C              ,2140           ,3993.12           ,4515.0            ,4800.6            ,3990
DTA   ,C              ,7910           ,11330.0           ,12435.14          ,13139.7           ,11350
IDC   ,C              ,20400          ,29631.9           ,32856.91          ,34689.55          ,29650
DTL   ,C              ,16700          ,23227.12          ,25376.38          ,26559.5           ,23250
IDJ   ,C              ,12400          ,19101.2           ,21037.84          ,22010.8           ,19100
DTT   ,B              ,8180           ,10425.0           ,10958.0           ,11282.0           ,10950
IDV   ,Not enough data,25000          ,35927.59          ,38820.58          ,40398.9           ,Not enough data
DVP   ,A              ,28850          ,38841.52          ,41237.7           ,42721.0           ,42700
INC   ,B              ,2470           ,4742.9            ,5370.0            ,5724.0            ,5370
DXG   ,A              ,7040           ,11194.16          ,12346.0           ,12966.2           ,12950
INN   ,B              ,18250          ,24172.4           ,25884.28          ,26774.0           ,25900
DXS   ,A              ,5000           ,10325.62          ,12105.86          ,13130.55          ,13150
ITQ   ,B              ,870            ,2317.0            ,2893.75           ,3280.0            ,2890
DXV   ,B              ,900            ,1849.88           ,2160.0            ,2340.0            ,2160
KDM   ,A              ,990            ,2417.58           ,2937.0            ,3225.0            ,3220
ELC   ,B              ,11150          ,15958.7           ,17373.86          ,18000.7           ,17350
KHS   ,B              ,9290           ,14307.0           ,16117.5           ,17275.0           ,16100
EMC   ,C              ,7430           ,11243.18          ,12175.0           ,12685.45          ,11250
EVE   ,B              ,4450           ,8038.0            ,9148.0            ,9735.0            ,9150
KKC   ,A              ,8690           ,14165.53          ,16108.3           ,17192.75          ,17200
EVG   ,A              ,2660           ,5133.14           ,5925.0            ,6347.700000000001 ,6350
KLF   ,B              ,1210           ,2414.8            ,2771.0            ,2995.0            ,2770
FCM   ,B              ,3620           ,5011.12           ,5399.0            ,5615.0            ,5400
KMT   ,B              ,3810           ,5508.92           ,6089.0            ,6408.0            ,6090
FCN   ,C              ,3840           ,6516.98           ,7351.49           ,7870.0            ,6520
KSD   ,B              ,600            ,1415.2            ,1710.6            ,1891.0            ,1710
FDC   ,B              ,2550           ,5121.5599999999995,5981.0            ,6432.200000000001 ,5980
KSQ   ,A              ,2330           ,3902.27           ,4573.0            ,4921.0            ,4920
FIR   ,A              ,18550          ,25535.54          ,27334.62          ,28285.7           ,28300
KST   ,A              ,18750          ,23634.65          ,24953.3           ,25551.25          ,25550
FIT   ,A              ,4050           ,7109.4400000000005,8069.66           ,8576.05           ,8580
KTS   ,C              ,1990           ,5196.8            ,6478.0            ,7327.0            ,5200
FLC   ,B              ,4310           ,6366.48           ,7154.52           ,7561.6            ,7150
KTT   ,C              ,920            ,2397.67           ,2938.0            ,3269.3500000000004,2400
FMC   ,B              ,21600          ,31371.5           ,33849.35          ,35136.25          ,33850
KVC   ,C              ,1270           ,2767.62           ,3277.79           ,3578.0            ,2770
FPT   ,A              ,52300          ,68055.24          ,72136.92          ,74234.0           ,74200
L14   ,A              ,37300          ,55270.04          ,59909.4           ,62733.8           ,62700
FRT   ,B              ,11750          ,20746.0           ,23449.89          ,24999.15          ,23450
L18   ,C              ,12450          ,19367.0           ,21691.15          ,23041.2           ,19350
FTM   ,D              ,880            ,1740.73           ,2024.0            ,2192.0            ,880
L35   ,D              ,1660           ,2631.0            ,2907.0            ,3049.0            ,1660
GAB   ,B              ,165600         ,177959.31         ,180961.4          ,182328.7          ,181000
L40   ,C              ,10800          ,19242.1           ,21976.9           ,23300.25          ,19250
GAS   ,A              ,44450          ,60722.72          ,64679.0           ,66741.2           ,66700
GDT   ,A              ,28600          ,38629.33          ,41104.15          ,42588.0           ,42600
L43   ,C              ,410            ,1277.72           ,1622.0            ,1819.0            ,1280
GEG   ,C              ,8130           ,11509.85          ,12438.0           ,12963.25          ,11500
L61   ,C              ,1360           ,2759.05           ,3204.0            ,3453.0            ,2760
GEX   ,C              ,8890           ,13574.869999999999,14894.869999999999,15576.45          ,13550
L62   ,C              ,2390           ,3507.0            ,3809.0            ,3967.0            ,3510
GIL   ,A              ,29150          ,43742.14          ,47933.78          ,49973.3           ,49950
LAS   ,B              ,6900           ,10657.34          ,11867.68          ,12514.9           ,11850
LBE   ,C              ,5580           ,9767.14           ,10999.84          ,11665.0           ,9770
GMC   ,B              ,6540           ,11429.16          ,13300.74          ,14314.45          ,13300
LCD   ,C              ,4860           ,5357.16           ,5470.0            ,5527.0            ,5360
GMD   ,B              ,24700          ,34171.82          ,36787.46          ,38092.1           ,36800
GSP   ,B              ,7240           ,10538.36          ,11382.31          ,11908.0           ,11400
LCS   ,D              ,910            ,1871.48           ,2188.0            ,2362.0            ,910
GTA   ,B              ,6270           ,9905.72           ,10868.04          ,11411.4           ,10850
LDP   ,C              ,3490           ,6402.35           ,7305.05           ,7782.0            ,6400
GTN   ,A              ,7740           ,11312.0           ,12239.21          ,12770.0           ,12750
LHC   ,A              ,36200          ,52696.64          ,57873.64          ,60501.2           ,60500
LIG   ,C              ,3560           ,5895.34           ,6659.0            ,7065.85           ,5900
GVR   ,A              ,14950          ,21935.18          ,24295.7           ,25506.0           ,25500
LM7   ,D              ,660            ,1775.33           ,2161.99           ,2386.0            ,660
HAG   ,B              ,2330           ,3248.38           ,3558.0            ,3718.9            ,3560
LUT   ,Not enough data,990            ,2304.48           ,2746.61           ,2994.0            ,Not enough data
MAC   ,C              ,2280           ,3933.34           ,4423.0            ,4688.0            ,3930
HAH   ,A              ,14450          ,28590.09          ,33161.14          ,35526.65          ,35550
MAS   ,C              ,13050          ,21570.27          ,24692.0           ,26315.8           ,21550
HAI   ,B              ,970            ,1902.0            ,2211.0            ,2394.0            ,2210
MBG   ,A              ,3980           ,6958.78           ,7841.0            ,8369.9            ,8370
HAP   ,B              ,5480           ,8090.15           ,9144.03           ,9648.05           ,9140
MCC   ,B              ,5560           ,7475.0            ,7962.0            ,8210.0            ,7960
HAR   ,B              ,1290           ,2442.0            ,2810.52           ,3004.0            ,2810
MCF   ,B              ,3260           ,5337.85           ,5998.85           ,6361.75           ,6000
HAS   ,B              ,4400           ,7026.74           ,7724.22           ,8098.0            ,7720
MCO   ,C              ,400            ,1153.3            ,1450.0            ,1618.0            ,1150
HAX   ,A              ,7360           ,11784.08          ,12958.56          ,13699.0           ,13700
MDC   ,C              ,1710           ,4203.0            ,5332.0            ,5996.0            ,4200
MED   ,C              ,10400          ,18628.54          ,20813.0           ,21963.0           ,18650
HBC   ,C              ,3580           ,6778.0            ,7795.0            ,8338.0            ,6780
MEL   ,B              ,5950           ,9648.48           ,10693.18          ,11340.3           ,10700
HCD   ,B              ,1720           ,3794.08           ,4474.24           ,4852.0            ,4470
MHL   ,D              ,450            ,1213.0            ,1518.0            ,1724.0            ,450
HDC   ,B              ,34050          ,48376.76          ,52546.52          ,54658.0           ,52500
MIM   ,D              ,2160           ,4101.0            ,4705.0            ,5029.0            ,2160
HDG   ,C              ,27100          ,38861.51          ,42226.17          ,43978.75          ,38850
MKV   ,C              ,16500          ,21641.53          ,22966.74          ,23776.5           ,21650
HHP   ,B              ,3860           ,6588.64           ,7387.46           ,7850.1            ,7390
MST   ,C              ,6610           ,9765.0            ,10843.0           ,11409.5           ,9760
HHS   ,A              ,2000           ,3264.0            ,3711.0            ,3957.8            ,3960
NAG   ,C              ,4290           ,6022.35           ,6489.42           ,6724.7            ,6020
NAP   ,A              ,2310           ,4811.36           ,5568.0            ,5957.0            ,5960
HID   ,C              ,1270           ,2788.16           ,3270.48           ,3540.0            ,2790
NBC   ,C              ,9330           ,14913.4           ,16650.2           ,17508.0           ,14900
HII   ,B              ,6760           ,10660.5           ,11657.7           ,12162.5           ,11650
NBP   ,A              ,4810           ,7769.97           ,8617.0            ,9052.0            ,9050
HMC   ,A              ,14100          ,19225.09          ,20790.61          ,21585.35          ,21600
NBW   ,A              ,1030           ,3979.0            ,5211.0            ,5946.0            ,5950
HNG   ,D              ,2600           ,4155.0            ,4592.0            ,4824.0            ,2600
NDN   ,A              ,8540           ,12761.57          ,13841.57          ,14517.0           ,14500
HOT   ,B              ,7060           ,12901.48          ,15142.36          ,16385.6           ,15150
NDX   ,B              ,3050           ,4978.0            ,5456.0            ,5723.0            ,5460
HPG   ,A              ,22250          ,32332.43          ,35104.03          ,36651.35          ,36650
NET   ,A              ,42000          ,54357.25          ,57836.0           ,59535.0           ,59500
HPX   ,C              ,11100          ,17438.14          ,19239.42          ,20164.7           ,17450
NFC   ,A              ,5980           ,7890.76           ,8437.21           ,8680.0            ,8680
NHC   ,A              ,11850          ,19582.61          ,21633.22          ,22716.0           ,22700
HQC   ,C              ,650            ,1481.74           ,1763.0            ,1915.7000000000003,1480
NRC   ,B              ,6960           ,11356.26          ,12564.78          ,13276.3           ,12550
HRC   ,C              ,7090           ,19295.31          ,23621.0           ,26130.85          ,19300
NSH   ,C              ,6110           ,10160.37          ,11651.0           ,12509.1           ,10150
NST   ,B              ,2230           ,3943.0            ,4456.0            ,4728.0            ,4460
HSG   ,A              ,20950          ,30256.08          ,33014.78          ,34229.3           ,34250
NTH   ,A              ,17050          ,24392.94          ,26197.78          ,27149.3           ,27150
HSL   ,B              ,1500           ,3099.0            ,3616.31           ,3896.0            ,3620
NTP   ,B              ,28200          ,37569.56          ,39839.36          ,40952.6           ,39850
HT1   ,B              ,10600          ,14429.55          ,15590.55          ,16183.0           ,15600
OCH   ,C              ,980            ,2501.0            ,3055.0            ,3394.8500000000004,2500
HTI   ,B              ,8950           ,11948.72          ,12818.16          ,13229.0           ,12800
ONE   ,C              ,3270           ,4975.96           ,5459.0            ,5726.0            ,4980
PBP   ,B              ,2270           ,4592.0            ,5312.33           ,5690.55           ,5310
HTL   ,B              ,7030           ,10939.56          ,12170.68          ,12838.8           ,12150
PCE   ,A              ,6030           ,9621.4            ,10840.72          ,11402.4           ,11400
HTN   ,B              ,16500          ,26264.4           ,28845.0           ,30468.0           ,28850
PCG   ,B              ,2020           ,4106.86           ,4732.79           ,5080.0            ,4730
HTV   ,A              ,6850           ,10089.22          ,10865.0           ,11285.0           ,11300
PCT   ,A              ,1360           ,3017.86           ,3616.58           ,4004.0            ,4000
HU1   ,B              ,3670           ,5757.66           ,6519.49           ,6944.0            ,6520
PDB   ,B              ,4480           ,7030.0            ,7729.0            ,8110.0            ,7730
HU3   ,C              ,2750           ,4382.0            ,4802.0            ,5026.0            ,4380
PDC   ,D              ,630            ,1593.0            ,1952.0            ,2173.0            ,630
HUB   ,A              ,8640           ,13547.64          ,14935.46          ,15650.0           ,15650
PEN   ,C              ,3680           ,5784.0            ,6389.0            ,6721.0            ,5780
HVH   ,B              ,4200           ,6077.0            ,6704.67           ,7040.0            ,6700
PGN   ,B              ,6490           ,10179.0           ,11155.0           ,11773.0           ,11150
HVN   ,C              ,11700          ,16611.0           ,17888.33          ,18577.0           ,16600
PGS   ,C              ,10100          ,14803.58          ,15983.0           ,16733.0           ,14800
HVX   ,B              ,2570           ,4683.6            ,5307.95           ,5624.75           ,5310
PGT   ,A              ,2720           ,4928.96           ,5848.84           ,6365.6            ,6370
IBC   ,Not enough data,15200          ,17697.15          ,18353.0           ,18692.25          ,Not enough data
PHN   ,A              ,10800          ,19259.96          ,21614.4           ,22884.8           ,22900
ICT   ,C              ,9670           ,14218.1           ,15467.0           ,16100.5           ,14200
PHP   ,A              ,11000          ,17152.32          ,18927.0           ,19889.8           ,19900
IDI   ,B              ,1900           ,3364.8            ,3833.3999999999996,4126.0            ,3830
PIA   ,A              ,10850          ,16157.66          ,17631.96          ,18380.0           ,18400
IJC   ,B              ,10300          ,15936.0           ,17772.0           ,18712.0           ,17750
PIC   ,A              ,3170           ,5407.06           ,6067.09           ,6414.0            ,6410
