Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Groupp,Breakeven Price
THS,8502.0,13542.24,15195.68,16181.0,A,16200
RAL,89803.0,126172.23,135283.37,140668.8,B,135300
THT,4693.0,7892.51,8776.53,9343.55,B,8780
RDP,2900.0,5115.42,5936.0,6385.0,C,5120
TIG,7779.0,11438.68,12659.48,13313.0,B,12650
REE,38320.0,50659.51,53852.1,55600.95,A,55600
RIC,4823.0,9387.82,10789.19,11561.65,C,9390
TJC,1102.0,3655.9700000000003,4655.0,5229.0,A,5230
ROS,1297.0,2412.0,2808.0,3027.0,C,2410
TKC,1604.0,3624.96,4387.0,4835.6,D,1600
S4A,18905.0,23316.0,24320.84,24809.2,C,23300
TKU,5549.0,11140.16,13474.96,14780.6,B,13450
SAB,89702.0,117521.6,124469.0,128408.2,A,128400
TMB,5507.0,9971.96,11236.94,11876.8,A,11900
SAM,6034.0,10406.95,11754.71,12536.95,C,10400
TMC,4597.0,6831.0,7435.0,7746.0,B,7440
SAV,8097.0,14979.49,17134.94,18279.0,B,17150
TMX,3032.0,5354.0,6044.0,6454.0,A,6450
SBA,13587.0,16340.88,16973.91,17303.85,B,16950
TNG,11693.0,18057.6,20181.0,21448.0,C,18050
TPH,5757.0,7795.5,8299.0,8589.0,C,7800
SBT,5783.0,10377.86,11735.0,12514.3,B,11750
TPP,3635.0,6493.16,7277.24,7695.0,D,3640
SBV,7240.0,9991.08,10871.06,11335.0,C,9990
TSB,5708.0,7797.52,8312.0,8614.2,B,8310
SC5,7496.0,12761.4,14187.0,14939.0,C,12750
TST,2138.0,4546.56,5263.0,5643.0,C,4550
SCD,7634.0,11538.0,12462.0,12943.35,B,12450
TTC,6424.0,9632.48,10589.68,11070.0,A,11050
SCR,5805.0,8916.52,9791.08,10262.4,B,9790
TTH,1339.0,2754.51,3204.0,3436.0,B,3200
SCS,91467.0,110996.28,115518.14,118069.9,A,118100
TTL,2760.0,5053.33,5840.99,6276.0,Not enough data,2760
SFC,11104.0,18013.5,19864.5,20843.25,A,20850
TTT,15187.0,23722.36,26417.54,27875.9,A,27900
SFG,7386.0,10448.09,11460.0,11962.9,B,11450
TTZ,1168.0,2484.94,2894.0,3107.0,B,2890
SFI,32750.0,44780.1,48121.85,49689.0,A,49700
TV3,6224.0,9562.0,10499.0,11015.0,C,9560
SGN,46478.0,55256.1,57375.9,58420.0,A,58400
TV4,10568.0,13322.22,14007.0,14366.0,A,14350
SGR,8469.0,15768.03,18045.09,19363.15,B,18050
TVC,4308.0,8351.56,9720.0,10521.6,A,10500
SGT,11860.0,18741.77,20880.95,22118.3,C,18750
TVD,4472.0,7644.85,8607.04,9154.7,C,7640
SHA,3737.0,5205.0,5678.0,5942.0,C,5200
TXM,892.0,2110.0,2601.0,2882.3,B,2600
SHI,6856.0,10726.0,11885.199999999999,12449.0,C,10750
SHP,13742.0,18977.8,20210.8,20850.0,C,19000
UNI,1361.0,3803.96,4738.98,5257.0,C,3800
V12,6783.0,10387.09,11559.08,12156.0,C,10400
V21,2646.0,5876.0,6964.02,7528.0,C,5880
SII,2835.0,6160.52,7336.78,7984.900000000001,C,6160
SJD,13344.0,16547.27,17318.62,17738.35,A,17750
SJF,3885.0,6230.4400000000005,7018.12,7389.8,B,7020
SJS,34281.0,45870.65,49434.2,51382.5,B,49450
SKG,9301.0,13225.26,14279.0,14843.3,A,14850
SMA,1718.0,3649.04,4334.0,4774.0,C,3650
SMB,26985.0,33140.82,34594.22,35340.0,A,35350
SMC,11002.0,21578.43,25091.0,26963.15,A,26950
SPM,8733.0,12939.47,14246.41,14871.050000000001,B,14250
SRC,9237.0,12969.02,14069.06,14652.0,D,9240
SRF,7044.0,9090.0,9732.58,10066.0,C,9090
VBC,7846.0,12120.1,13582.1,14339.0,C,12100
VC1,4848.0,7647.98,8494.97,8941.0,C,7650
SSC,10951.0,19950.3,22524.0,23939.3,B,22500
VC2,20281.0,30484.6,33306.32,35152.2,C,30500
ST8,5278.0,7743.15,8358.9,8678.75,A,8680
VC3,21211.0,28872.69,31052.69,32015.6,B,31050
STG,12209.0,17758.5,19232.65,20092.0,A,20100
VC6,2658.0,4936.0,5609.61,5965.0,C,4940
STK,32371.0,42245.06,45234.01,46944.7,A,46950
SVC,34511.0,54248.12,59566.0,62203.2,B,59600
VC7,3772.0,8263.55,10161.53,11235.0,C,8260
SVD,3130.0,5438.4800000000005,6191.48,6613.0,C,5440
SVI,26070.0,42784.84,47144.28,49539.4,B,47150
VC9,1066.0,2621.0,3216.0,3610.0,D,1070
SVT,4993.0,8235.14,9178.42,9674.0,A,9670
VCC,9629.0,15414.84,17362.4,18431.0,C,15400
VCM,5996.0,9303.2,10302.6,10857.0,B,10300
SZC,11224.0,23108.15,27026.9,29073.3,B,27050
VCS,65797.0,87855.2,93897.2,96786.0,A,96800
SZL,39809.0,48355.04,51010.0,52524.4,A,52500
VDL,4732.0,9087.0,10308.32,11014.1,Not enough data,4730
TAC,32237.0,44705.0,48020.0,49849.0,B,48000
VE1,835.0,1911.0,2296.0,2529.8500000000004,A,2530
TBC,19244.0,23652.0,24666.0,25265.9,A,25250
VE2,5630.0,8212.18,8929.54,9316.9,C,8210
TCD,7810.0,15262.0,17667.8,18955.0,B,17650
VE3,1064.0,3030.0,3806.7200000000003,4247.0,C,3030
TCH,4506.0,8277.11,9421.0,10029.0,A,10050
VE4,8051.0,18873.46,22407.0,24576.0,C,18850
TCL,19205.0,26805.68,28760.48,29936.4,A,29950
TCM,39566.0,52260.17,56502.86,58896.85,B,56500
VE8,985.0,2874.08,3580.0,3989.0,C,2870
TCO,4588.0,9824.48,11604.32,12570.4,A,12550
VGP,8303.0,15561.2,17669.0,18722.0,A,18700
TCR,1069.0,1929.0,2263.12,2447.0,C,1930
VGS,5072.0,12511.44,15322.16,16905.0,A,16900
TCT,17871.0,23603.68,25017.02,25792.7,A,25800
VHE,835.0,2453.0,3062.0,3416.0,B,3060
TDC,7139.0,12495.67,14345.0,15374.45,D,7140
VHL,9101.0,13503.84,14986.52,15771.0,B,15000
TDG,3499.0,5927.82,6554.92,6925.1,C,5930
VIE,1733.0,2890.0,3176.09,3337.15,C,2890
TDH,2720.0,4913.38,5719.57,6159.0,A,6160
VIF,8095.0,12480.0,13600.0,14194.3,A,14200
TDM,20190.0,26047.84,27485.84,28345.0,A,28350
VIT,6519.0,9981.85,10899.65,11465.75,C,9980
TDP,10199.0,15333.619999999999,16739.0,17460.0,C,15350
VKC,2273.0,4809.84,5653.0,6157.0,C,4810
TDW,6459.0,12371.7,14707.55,16004.0,A,16000
VLA,6325.0,11321.55,12793.0,13603.0,A,13600
TEG,3738.0,6410.0,7409.96,7950.0,A,7950
VMC,5966.0,8319.0,9006.29,9339.15,C,8320
TGG,9669.0,14910.66,16776.44,17704.0,A,17700
VMS,3788.0,6665.07,7491.63,8012.0,B,7490
THG,61899.0,78412.56,82672.48,84703.0,B,82700
VNC,8919.0,16495.0,18635.1,19812.0,A,19800
THI,15188.0,19532.76,20818.64,21480.4,C,19550
VNF,4610.0,9217.26,10593.78,11298.0,A,11300
TIP,23169.0,31276.64,33854.88,35351.0,A,35350
TIX,14717.0,21541.29,23759.35,24938.45,A,24950
VNT,3548.0,12440.0,16359.5,18663.0,B,16350
VSA,11097.0,17375.38,19471.82,20529.4,A,20550
TLD,2061.0,4026.0,4661.61,5000.35,C,4030
VSM,9003.0,14446.1,16258.0,17178.0,A,17200
TLG,22968.0,29764.3,31732.0,32752.3,A,32750
VTC,5626.0,8880.26,9942.56,10456.3,C,8880
TLH,4939.0,8900.0,10413.02,11244.7,A,11250
VTH,3348.0,5494.28,6058.0,6354.0,B,6060
TMP,29050.0,36565.8,38634.12,39673.6,A,39650
VTJ,1301.0,2369.0,2726.0,2931.0,B,2730
TMS,35864.0,54346.12,59831.42,62649.0,A,62600
VTL,4530.0,7412.0,8164.32,8572.2,Not enough data,4530
TMT,2387.0,5632.6,6730.0,7350.0,C,5630
VTV,3426.0,5200.0,5805.0,6130.0,C,5200
TN1,9968.0,17523.3,19747.58,20950.3,A,20950
VXB,7624.0,11668.52,13093.35,13914.6,C,11650
TNA,6678.0,9392.0,10255.0,10696.0,B,10250
WCS,106263.0,140171.97,147965.82,152153.9,A,152200
X20,2585.0,4997.05,5689.83,6101.05,Not enough data,2580
TNC,9409.0,16346.3,18393.16,19500.9,A,19500
PRE,10486.0,13689.72,14724.16,15257.0,B,14700
PTI,13138.0,20581.29,23070.58,24363.45,B,23050
TNH,20196.0,28860.34,31557.34,32877.1,A,32900
PVI,24095.0,32243.7,34941.2,36602.4,A,36600
TNI,1407.0,2643.0,3041.0,3255.0,B,3040
VNR,17022.0,24736.0,26859.94,27969.85,B,26850
TNT,4494.0,6727.76,7576.04,7901.75,A,7900
APS,4721.0,12364.7,15171.54,16749.7,B,15150
TPC,1303.0,2999.0,3628.0,4036.0,C,3000
ART,805.0,2519.0299999999997,3212.0,3609.0,B,3210
TRA,50011.0,65107.6,68771.38,70976.0,A,71000
BVS,12038.0,20495.26,23180.78,24547.5,B,23200
TRC,20141.0,30096.8,32565.4,33916.0,C,30100
EVS,4906.0,12096.22,14642.83,16148.0,A,16150
TS4,1404.0,2293.98,2550.0,2685.0,Not enough data,1400
HBS,3441.0,6691.77,7654.21,8254.1,B,7650
TSC,4918.0,7808.57,8767.13,9224.7,A,9220
IVS,2224.0,4836.0,5766.36,6323.6,B,5770
TTA,7591.0,10504.57,11388.0,11840.85,C,10500
MBS,12774.0,21604.44,24095.12,25677.2,B,24100
TTB,2080.0,4014.6,4624.0,4976.0,D,2080
PSI,1749.0,4505.0,5511.38,6127.3,D,1750
TTE,2674.0,4778.06,5352.18,5664.0,C,4780
SHS,16001.0,25231.9,27981.55,29664.25,A,29650
VIG,2215.0,4389.92,5126.38,5570.65,D,2220
TTF,3276.0,5072.0,5636.0,5943.0,C,5070
TV2,26177.0,38536.9,41814.0,43650.8,B,41800
WSS,1485.0,3500.0,4255.0,4750.0,A,4750
TVT,16245.0,21427.03,23119.93,24116.55,B,23100
TYA,11792.0,14933.09,15697.54,16148.0,B,15700
UDC,1930.0,3775.01,4372.0,4692.0,D,1930
UIC,30899.0,41526.54,44077.0,45652.0,A,45650
VAF,2975.0,6099.0,7045.0,7567.3,A,7570
VCA,7104.0,10706.42,11653.13,12242.55,A,12250
VCF,129670.0,171719.4,183805.8,190082.0,A,190100
VCG,22025.0,29449.55,31241.73,32138.0,C,29450
VDP,16030.0,22586.62,24555.0,25577.85,C,22600
VFG,21281.0,31576.37,34405.99,35853.0,B,34400
VGC,20027.0,27842.12,30372.84,31526.2,B,30350
VHC,28540.0,41822.58,45250.58,47033.1,B,45250
VHM,31624.0,47710.26,52145.0,54436.75,A,54400
VIC,43765.0,60670.0,65081.98,67336.3,B,65100
VID,1886.0,3919.53,4632.0,5089.65,B,4630
VIP,4419.0,6804.11,7552.0,7951.85,A,7950
VIS,4831.0,8443.4,9646.0,10309.0,B,9650
VJC,78954.0,97442.65,102605.4,105132.0,C,97400
VMD,8653.0,16524.24,18982.0,20362.05,B,19000
VNE,5178.0,7298.86,7967.16,8297.3,C,7300
VNG,7202.0,9466.16,10041.0,10332.0,B,10050
VNL,7349.0,13236.720000000001,14982.0,15977.0,A,16000
VNM,50318.0,63273.34,66339.67,68062.8,A,68100
VNS,4723.0,6537.0,7114.0,7426.0,B,7110
VOS,8924.0,12944.49,14980.56,15914.75,A,15900
VPD,10856.0,13654.0,14391.58,14763.15,C,13650
VPG,39302.0,50121.76,52485.68,53837.8,A,53800
VPH,1593.0,3247.0,3828.0,4145.0,B,3830
VPI,29416.0,37332.62,39340.32,40424.0,D,29400
VPS,2528.0,5669.1900000000005,6735.38,7312.0,B,6740
VRC,7570.0,11236.72,12445.29,13141.0,B,12450
VRE,14210.0,20063.01,21591.03,22377.1,A,22400
VSC,35568.0,49103.15,52485.45,54526.0,A,54500
VSH,15777.0,21040.76,22315.91,23100.85,C,21050
VSI,5264.0,9679.0,11152.32,11992.2,C,9680
VTB,5512.0,7996.67,8597.67,8912.0,A,8910
VTO,5726.0,8175.1,8917.0,9270.0,B,8920
YBM,1921.0,3800.94,4425.0,4748.0,C,3800
YEG,4624.0,7864.3,8836.45,9399.0,C,7860
BIC,14677.0,20245.54,21953.0,22735.85,A,22750
BMI,18019.0,27188.74,29605.9,31102.0,A,31100
BVH,21365.0,33450.62,37061.98,39099.6,A,39100
MIG,12877.0,18433.28,20032.52,20757.0,A,20750
PGI,14948.0,19769.0,21369.0,22290.5,A,22300
AGR,7498.0,11554.06,12784.68,13398.1,B,12800
APG,4083.0,7804.22,8993.0,9698.2,B,8990
BSI,6764.0,14723.07,17448.05,18934.35,B,17450
CTS,11523.0,18855.16,20817.51,22024.55,A,22000
FTS,17284.0,30718.54,35053.62,37743.0,B,35050
HCM,14674.0,23578.7,26018.1,27515.0,A,27500
SSI,14485.0,23643.0,26336.01,27849.9,A,27850
TVB,4146.0,8315.55,9875.0,10778.0,A,10800
TVS,20685.0,27166.22,29140.14,30251.65,A,30250
VCI,13537.0,28255.85,33011.3,35819.75,A,35800
VDS,7487.0,14301.0,16596.9,18037.25,B,16600
VIX,5620.0,11072.72,12779.08,13782.7,B,12800
VND,11507.0,24005.2,28187.2,30453.0,A,30450
