Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
BAB,8360,13150,14550,15250,C,13150

BID,21200,29150,31250,32300,A,32300
SHB,6620,11250,12600,13350,C,11250
CTG,11900,18350,20150,21100,B,20150
AAV,8570,13450,15100,15950,B,15100
EIB,6510,11800,13400,14250,C,11800
ACM,540,1250,1490,1630,D,540
HDB,11200,17150,18800,19650,C,17150
LPB,5420,9820,11200,11900,C,9820
ADC,1180,4050,5270,5990,B,5270
MBB,9580,15400,17000,17850,A,17850
ALT,1580,4390,5480,6100,B,5480
MSB,10500,15800,17150,18000,A,18000
AMC,5540,11350,13100,14050,B,13100
OCB,10650,16050,17450,18300,A,18300
AME,3130,5240,5940,6310,C,5240
SSB,18850,26450,28650,29700,C,26450
AMV,4760,7770,8630,9080,A,9080
STB,6970,12650,14450,15400,C,12650
API,10050,24200,29350,32200,C,24200
TCB,24200,33700,36350,37550,A,37550
APP,730,2470,3140,3540,B,3140
TPB,23550,34200,36800,38250,A,38250
ARM,19600,29350,32050,33450,C,29350
VCB,47950,65800,70200,72300,A,72300
ASG,15050,19800,21000,21650,B,21000
VIB,15650,24600,27150,28500,C,24600
ATS,21000,25850,27000,27650,B,27000
VPB,7650,14550,16750,17900,A,17900
BAX,32600,44450,48400,50500,A,50500
AAA,7120,11050,12100,12650,B,12100
BBS,3410,6120,6890,7280,D,3410
AAM,4940,7200,7840,8210,B,7840
BCC,3600,8420,10100,11000,B,10100
AAT,7260,11150,12250,12850,A,12850
BCF,16950,24300,26300,27300,A,27300
ABS,6920,13100,14900,15850,B,14900
BDB,3180,6040,6860,7300,B,6860
ABT,16400,23750,25600,26550,B,25600
BED,20250,28850,31400,32650,A,32650
ACC,13800,18150,19500,20150,C,18150
BII,2710,5810,6750,7360,A,7360
ACL,7280,10650,11500,12000,B,11500
BKC,990,2430,2930,3220,D,990
ADG,23800,32450,34650,35800,B,34650
BLF,2800,4040,4360,4550,D,2800
ADS,17950,25450,27650,28750,C,25450
BNA,17250,26300,28800,30200,B,28800
AGG,28400,37000,39200,40400,B,39200
BPC,4140,7240,8140,8670,B,8140
AGM,5480,12750,15250,16600,B,15250
BSC,8820,12350,13250,13800,Not enough data,8820
AMD,1230,2770,3300,3580,B,3300
BST,4330,8800,10100,10850,B,10100
ANV,7160,14250,16500,17700,C,14250
BTS,1670,3800,4540,4980,B,4540
APC,10800,15000,16450,17200,B,16450
BTW,8110,15350,17300,18400,A,18400
APH,8870,15050,16800,17800,B,16800
BXH,7840,10600,11250,11650,B,11250
ASM,4380,8330,9650,10500,B,9650
C69,3340,7010,8250,8920,Not enough data,3340
ASP,5670,8150,8920,9310,C,8150
C92,910,2320,2830,3120,C,2320
AST,28200,36850,38950,40150,C,36850
CAG,3200,7230,8570,9380,A,9380
CAN,14150,27300,31350,33700,B,31350
BBC,18300,32250,36150,38150,B,36150
CAP,60100,70500,74000,75700,B,74000
BCE,4760,8360,9600,10300,B,9600
CDN,11000,16200,18000,18950,Not enough data,11000
BCG,8330,13750,15300,16250,B,15300
CEO,6800,14800,18350,20350,D,6800
BCM,31400,43600,47400,49150,B,47400
CET,850,2360,2930,3250,B,2930
BFC,8130,15350,17600,18750,B,17600
CIA,5190,8090,8900,9320,Not enough data,5190
BHN,26950,36600,39700,41250,A,41250
CJC,4380,7270,8100,8540,D,4380
BKG,3540,6360,7210,7660,B,7210
