Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
BAB,8350,13000,14250,15050,C,13000
ACB,13800,20250,22000,22900,A,22900
NVB,15100,23300,25800,26950,C,23300
BID,14800,22200,24200,25250,A,25250
SHB,6370,10950,12300,13050,C,10950
CTG,11750,18150,19950,20850,B,19950
AAV,8210,13300,14700,15600,B,14700
EIB,8980,15750,17800,18850,C,15750
ACM,690,1530,1800,1950,D,690
HDB,11100,17100,18800,19700,C,17100
ADC,1580,5350,6940,7870,B,6940
LPB,5520,10000,11400,12100,C,10000
ALT,1740,4870,6100,6790,B,6100
MBB,9450,15250,16900,17800,A,17800
AMC,5170,10500,12100,13000,B,12100
MSB,10700,16100,17550,18400,A,18400
AME,4500,7570,8640,9120,C,7570
OCB,10750,16200,17600,18450,A,18450
AMV,4660,7650,8520,8970,A,8970
SSB,20400,28600,30950,32100,C,28600
API,8440,20600,25000,27450,C,20600
STB,7700,14150,16150,17200,C,14150
TCB,23300,32900,35350,36600,A,36600
APP,910,2860,3610,4050,B,3610
TPB,15000,23350,25700,26950,A,26950
ARM,19500,29150,31850,33200,C,29150
VCB,30800,45550,49550,51600,A,51600
ASG,15650,19900,21000,21650,B,21000
VIB,16300,25800,28450,29850,C,25800
ATS,16450,21050,22200,22800,B,22200
VPB,7630,14550,16750,17950,A,17950
BAX,32750,44350,48100,50000,A,50000
AAA,5310,9940,11350,12100,B,11350
BBS,4530,7330,8200,8700,D,4530
AAM,2760,5320,6120,6540,B,6120
BCC,3310,7710,9220,10050,B,9220
AAT,6540,10150,11100,11700,A,11700
BCF,17250,24500,26450,27400,A,27400
ABS,7100,13600,15400,16400,B,15400
BDB,3050,5870,6680,7120,B,6680
ABT,15350,22650,24500,25500,B,24500
BED,20250,28850,31400,32650,A,32650
ACC,3580,7710,9100,9870,C,7710
BII,2520,5030,6000,6560,A,6560
ACL,7650,11050,12050,12550,B,12050
BKC,1610,3390,4080,4460,D,1610
